id_produto,sku,nome_produto,categoria,marca,preco_lista,custo_unitario,peso_kg,ativo
354,SKU-3739,Nam,Casa,LG,609.36,311.11,7.32,True
355,SKU-5040,Id,Casa,Adidas,1463.67,890.4,6.92,True
356,SKU-7483,Eius,Roupas,Adidas,1239.49,607.28,12.95,False
357,SKU-3230,A,Roupas,LG,1358.9,817.52,10.46,False
358,SKU-7524,Dignissimos,Roupas,LG,1277.31,852.52,9.53,True
359,SKU-5592,Repellendus,Casa,LG,1323.77,472.51,8.5,True
360,SKU-1440,Aperiam,Casa,Genérica,2736.4,1107.76,11.99,True
361,SKU-7703,Maxime,Casa,Apple,3281.29,2023.47,3.71,True
362,SKU-7176,Fugit,Eletrônicos,Nike,2869.49,2282.25,7.24,False
363,SKU-7853,Est,Beleza,Samsung,2151.44,1496.03,5.46,True
364,SKU-5067,Hic,Roupas,Apple,464.2,289.43,0.76,False
365,SKU-6432,Ratione,Casa,Samsung,3868.24,1180.87,3.96,True
366,SKU-7408,Debitis,Casa,Genérica,1799.74,1069.58,7.56,True
367,SKU-8909,Ex,Eletrônicos,LG,3990.88,2027.32,14.43,True
368,SKU-3321,Harum,Roupas,LG,3330.33,1570.36,11.79,False
369,SKU-2599,Quae,Casa,Genérica,1412.75,916.0,4.85,True
370,SKU-2885,Ipsa,Eletrônicos,LG,207.39,129.41,10.19,True
371,SKU-4996,Ullam,Beleza,Apple,3721.79,2143.59,5.03,False
372,SKU-4798,Facere,Casa,Genérica,3835.1,1504.22,9.64,False
373,SKU-4232,Incidunt,Casa,Adidas,1600.46,823.88,0.17,True
374,SKU-2025,Corrupti,Beleza,Samsung,846.96,592.66,8.1,True
375,SKU-8496,Aspernatur,Eletrônicos,LG,1324.16,841.31,7.39,True
376,SKU-7431,Unde,Beleza,Samsung,2399.97,1137.5,12.7,True
377,SKU-5873,Explicabo,Beleza,Adidas,3260.54,1116.33,2.1,True
378,SKU-2916,Voluptatibus,eletronicos,LG,977.13,631.93,7.71,False
379,SKU-7286,Veritatis,Casa,Apple,2397.81,1302.81,8.11,True
380,SKU-9022,Corrupti,Roupas,Apple,2233.0,878.8,12.65,True
381,SKU-1157,Corporis,Casa,Apple,3466.12,1378.01,5.82,False
382,SKU-9056,Dolorum,Casa,Genérica,1654.26,1190.98,7.38,True
383,SKU-4613,Beatae,Roupas,Samsung,2274.63,994.98,8.11,True
384,SKU-9115,Voluptate,Beleza,Adidas,3129.54,1116.01,1.8,True
385,SKU-1681,Odit,Casa,Adidas,2181.91,892.99,6.43,True
386,SKU-1528,Delectus,Casa,LG,1211.9,574.79,12.27,False
387,SKU-2923,Similique,eletronicos,Apple,3465.2,2444.19,8.86,True
388,SKU-8015,Quas,eletronicos,Adidas,3448.36,1274.58,3.18,True
389,SKU-6747,Ratione,Beleza,LG,3227.6,1931.49,2.61,True
390,SKU-5380,Sunt,Beleza,Genérica,1178.65,834.0,2.12,False
391,SKU-5543,Mollitia,eletronicos,Genérica,3677.51,2695.76,3.82,True
392,SKU-7434,Commodi,Casa,Apple,3319.07,1953.98,4.1,False
393,SKU-2237,Similique,Eletrônicos,Nike,1519.43,847.55,4.25,True
394,SKU-8996,Accusantium,Roupas,Adidas,1835.14,552.81,11.63,True
395,SKU-8511,Rem,Roupas,Samsung,2931.8,2045.92,6.03,False
396,SKU-9105,Dolores,Roupas,LG,3304.65,2360.08,5.13,True
397,SKU-8951,Eum,Roupas,Genérica,2277.58,1551.32,0.78,False
398,SKU-3588,Itaque,Casa,Nike,94.64,28.42,14.37,True
399,SKU-3161,Ipsum,Roupas,Apple,3982.91,2936.24,13.16,True
400,SKU-5102,Quia,Eletrônicos,LG,2628.71,1662.02,9.77,True
401,SKU-6005,Itaque,eletronicos,Nike,1603.48,1006.57,10.59,True
402,SKU-2276,Maiores,eletronicos,Adidas,877.28,362.4,10.23,True
403,SKU-6629,Aut,Eletrônicos,Nike,62.01,40.12,7.22,True
404,SKU-2678,Consequatur,Eletrônicos,LG,1550.79,750.24,4.56,False
405,SKU-3181,Incidunt,eletronicos,Samsung,3100.64,1752.65,0.23,True
406,SKU-4490,Voluptates,eletronicos,Nike,1777.19,1080.6,6.69,True
407,SKU-2646,Laborum,eletronicos,Samsung,374.15,222.54,5.82,False
408,SKU-3290,Magni,eletronicos,LG,1278.58,795.67,3.8,True
409,SKU-1439,Consectetur,Roupas,Apple,3122.51,1745.09,7.69,False
410,SKU-1894,Suscipit,eletronicos,Nike,1203.3,593.16,3.69,True
411,SKU-1197,Expedita,Roupas,LG,2127.3,778.57,12.93,False
412,SKU-3830,Officiis,Casa,Samsung,1480.69,456.56,1.11,True
413,SKU-1990,Ea,Casa,Adidas,886.5,392.94,10.72,False
414,SKU-7590,Doloribus,Eletrônicos,Genérica,1711.59,972.67,9.28,True
415,SKU-2294,Quae,Beleza,Apple,361.88,284.86,2.42,True
416,SKU-2083,Voluptatibus,Roupas,Genérica,1581.2,820.24,14.31,True
417,SKU-2412,Distinctio,Casa,Samsung,259.89,136.88,9.17,True
418,SKU-3877,Deleniti,Eletrônicos,Samsung,2674.34,1748.88,10.55,True
419,SKU-6680,Assumenda,Beleza,Adidas,2000.76,1383.51,10.84,True
420,SKU-5403,Laborum,Eletrônicos,Samsung,1506.32,704.21,6.5,True
421,SKU-2262,Et,Casa,Nike,1073.91,596.44,0.93,True
422,SKU-5179,Quis,Eletrônicos,Adidas,1489.72,949.04,1.82,True
423,SKU-1201,Necessitatibus,eletronicos,Samsung,204.83,109.77,5.81,True
424,SKU-1579,Tempore,Beleza,Genérica,740.47,496.36,6.35,True
425,SKU-6241,Deleniti,Roupas,Samsung,1015.6,594.91,1.88,True
426,SKU-9450,Numquam,Eletrônicos,Nike,742.0,248.17,7.03,True
427,SKU-6090,Officiis,Roupas,Samsung,3100.9,1787.81,0.22,True
428,SKU-5979,Ducimus,Beleza,Apple,1187.63,631.78,8.92,False
429,SKU-4201,Deserunt,Beleza,Apple,3991.21,1497.84,13.99,True
430,SKU-6675,Maxime,Eletrônicos,LG,955.0,287.2,9.89,True
431,SKU-9680,Laudantium,eletronicos,Nike,442.68,241.71,0.99,True
432,SKU-2524,Quo,Eletrônicos,Apple,2855.26,2137.57,7.84,True
433,SKU-2391,Animi,Beleza,Samsung,1850.08,1022.56,9.59,False
434,SKU-2020,Libero,Casa,Genérica,327.08,255.81,3.63,True
435,SKU-7438,Repellat,Roupas,LG,3408.13,1793.97,3.58,True
436,SKU-2785,Cum,eletronicos,Samsung,570.36,217.99,7.04,False
437,SKU-6870,Laboriosam,eletronicos,Nike,509.32,231.31,4.05,True
438,SKU-5984,Voluptate,Beleza,Samsung,388.97,158.51,12.86,True
439,SKU-5066,A,Roupas,Nike,392.12,218.3,10.19,True
440,SKU-3848,Voluptatum,Eletrônicos,Nike,3285.76,2389.73,8.38,True
441,SKU-2669,Asperiores,eletronicos,Samsung,406.06,124.25,12.47,True
442,SKU-7563,Itaque,Roupas,Genérica,548.94,337.68,9.71,True
443,SKU-2228,Harum,Eletrônicos,Samsung,3672.19,1464.75,9.73,True
444,SKU-6432,Eius,Eletrônicos,Samsung,395.16,304.72,0.85,False
445,SKU-7471,Modi,Casa,Samsung,3292.09,1617.62,6.46,True
446,SKU-4066,Totam,Roupas,LG,882.42,461.51,2.31,True
447,SKU-9173,Libero,Casa,Adidas,2599.7,1402.58,1.41,False
448,SKU-4267,Ipsam,Beleza,Apple,574.83,353.74,12.05,True
449,SKU-6883,Aspernatur,Casa,Adidas,3957.93,2733.81,5.23,True
450,SKU-3946,Soluta,Eletrônicos,LG,1571.87,940.86,0.54,True
451,SKU-8728,Sunt,Beleza,LG,262.61,179.47,14.99,True
452,SKU-4951,Nulla,Roupas,Adidas,427.53,302.75,13.77,True
453,SKU-4594,Placeat,Beleza,Nike,3063.28,1462.42,12.6,True
454,SKU-6210,Aliquid,Roupas,Adidas,729.12,229.02,10.54,True
455,SKU-4084,Odit,Casa,Adidas,2265.54,1029.75,7.41,True
456,SKU-4584,Laudantium,Eletrônicos,Adidas,252.99,136.36,5.04,True
457,SKU-6582,Mollitia,eletronicos,LG,3231.59,1065.71,2.3,True
458,SKU-9622,Laboriosam,Roupas,Samsung,3104.24,1511.13,14.13,False
459,SKU-6514,Deleniti,Roupas,LG,2356.49,867.72,2.45,False
460,SKU-8982,Magnam,Roupas,Apple,3173.61,2074.25,8.47,True
461,SKU-3872,A,Casa,LG,916.25,611.14,4.49,True
462,SKU-7415,Repudiandae,Beleza,Samsung,2923.46,1143.19,4.84,True
463,SKU-2705,Neque,Casa,Apple,2569.4,1196.27,1.26,True
464,SKU-3750,Accusantium,Eletrônicos,Genérica,3930.05,2495.63,10.97,True
465,SKU-5345,Qui,eletronicos,Apple,1803.12,1165.88,5.32,True
466,SKU-1788,Placeat,Casa,Nike,2890.04,1925.61,14.54,False
467,SKU-7204,Quidem,Roupas,Adidas,1987.54,969.27,12.45,True
468,SKU-2207,Odit,Eletrônicos,LG,675.75,209.51,3.99,True
469,SKU-3787,Corrupti,Casa,Apple,324.58,216.16,8.25,True
470,SKU-8909,Consectetur,Eletrônicos,Nike,1371.66,1057.86,2.56,False
471,SKU-2659,Optio,Roupas,Apple,653.7,514.59,6.2,True
472,SKU-5872,Ducimus,eletronicos,Samsung,2652.57,861.6,8.62,False
473,SKU-6911,Vero,Eletrônicos,Nike,639.75,219.96,12.38,False
474,SKU-1421,Tenetur,eletronicos,Apple,822.71,509.34,14.66,False
475,SKU-6052,Quia,Casa,Nike,3379.76,1840.44,9.95,True
476,SKU-7349,Reprehenderit,eletronicos,LG,2578.21,1914.96,5.6,False
477,SKU-8204,Eaque,Casa,LG,207.13,85.57,4.1,True
478,SKU-2584,Ut,Eletrônicos,Genérica,629.99,297.29,8.17,True
479,SKU-7342,Totam,Beleza,Nike,2227.8,1743.95,10.34,False
480,SKU-4860,Temporibus,Casa,LG,2303.68,782.05,13.55,True
481,SKU-9467,Nostrum,Beleza,Genérica,2023.34,1601.23,2.3,False
482,SKU-3738,Laudantium,eletronicos,Apple,716.33,260.09,6.41,False
483,SKU-3422,Reiciendis,Beleza,LG,831.62,382.44,10.93,True
484,SKU-7510,Odit,Beleza,LG,375.5,273.48,7.84,True
485,SKU-9561,Placeat,Casa,Samsung,3152.61,1599.07,2.31,True
486,SKU-2654,Facere,Roupas,Adidas,3701.96,2739.71,13.18,True
487,SKU-8955,Vel,Beleza,Adidas,1550.68,831.98,2.67,False
488,SKU-7581,In,Eletrônicos,Nike,601.1,447.69,5.04,True
489,SKU-8785,Neque,Roupas,LG,225.69,69.99,12.28,True
490,SKU-9054,Iure,Eletrônicos,Apple,1264.47,464.3,14.62,False
491,SKU-6257,Ad,Roupas,Genérica,3102.9,1577.47,9.72,True
492,SKU-7671,Soluta,Casa,Adidas,1783.61,1308.45,12.33,True
493,SKU-9303,Tenetur,Casa,Apple,290.5,200.52,7.91,True
494,SKU-4288,Officiis,Eletrônicos,Apple,719.74,227.82,0.85,True
495,SKU-5488,Doloribus,Roupas,Nike,2827.4,1562.32,9.57,True
496,SKU-4963,Quasi,Roupas,Nike,2734.26,1632.41,2.75,False
497,SKU-6730,Explicabo,Roupas,Apple,2359.91,1696.37,3.95,True
498,SKU-7333,Placeat,Eletrônicos,Apple,1161.73,844.47,11.72,True
499,SKU-4688,Nulla,eletronicos,LG,3432.73,2148.18,7.75,True
500,SKU-3167,Excepturi,eletronicos,Adidas,1912.17,1339.34,3.43,True
501,SKU-5511,Consequuntur,Casa,Nike,2859.58,2075.46,6.94,True
502,SKU-9530,Iste,Beleza,Nike,1882.79,1115.07,0.21,True
503,SKU-5631,In,Roupas,Genérica,2258.98,799.8,1.05,True
504,SKU-5536,Dicta,Roupas,Genérica,2573.16,1686.83,13.4,True
505,SKU-9475,Asperiores,eletronicos,Samsung,777.79,546.56,12.06,False
506,SKU-3292,Praesentium,Eletrônicos,Genérica,2652.31,1455.28,4.5,False
507,SKU-1578,Occaecati,Beleza,Genérica,1636.26,1304.71,12.26,True
508,SKU-4643,Aperiam,Beleza,Genérica,2914.4,2018.07,13.61,True
509,SKU-3785,Voluptas,Beleza,Apple,2044.04,913.47,7.11,True
510,SKU-3999,Rem,Roupas,Genérica,2908.99,1002.58,5.39,True
511,SKU-6428,Maxime,Roupas,LG,1699.28,1007.31,7.01,True
512,SKU-2166,Ex,Casa,Apple,1898.03,1044.37,13.03,False
513,SKU-7768,Ab,Eletrônicos,Apple,2133.46,786.57,3.08,False
514,SKU-8496,Sed,eletronicos,LG,3949.15,2887.61,2.79,True
515,SKU-3897,Et,Roupas,Genérica,1965.7,646.73,6.84,True
516,SKU-3762,Impedit,Beleza,Apple,3051.94,1662.66,11.48,True
517,SKU-8105,Quaerat,Casa,Nike,543.74,279.76,7.21,True
518,SKU-4267,Atque,Roupas,Samsung,179.77,134.11,11.38,True
519,SKU-1067,Doloremque,eletronicos,Apple,101.13,65.41,5.23,True
520,SKU-9246,Exercitationem,Beleza,LG,437.75,167.88,12.38,True
521,SKU-8469,Amet,Beleza,Adidas,3795.4,2133.24,6.56,True
522,SKU-9031,Enim,Roupas,Apple,1390.65,531.84,13.61,False
523,SKU-4675,Adipisci,eletronicos,Apple,105.93,70.66,8.89,True
524,SKU-1612,Temporibus,Casa,Genérica,518.95,222.06,8.07,True
525,SKU-1785,Dolorem,Eletrônicos,Genérica,2387.88,1714.64,0.82,True
526,SKU-7230,Cum,Eletrônicos,Adidas,1684.6,718.26,10.56,True
527,SKU-1152,Commodi,Roupas,Nike,2789.91,1759.97,9.97,True
528,SKU-3247,Sint,Casa,Samsung,2502.51,1390.87,9.3,True
529,SKU-2741,Nulla,Casa,Apple,482.63,291.75,11.69,True
530,SKU-7713,A,Roupas,Apple,1450.95,463.87,7.5,True
531,SKU-8875,Enim,Roupas,Apple,2762.17,832.43,10.11,True
532,SKU-9095,Dolores,eletronicos,Samsung,3345.87,2307.86,1.22,True
533,SKU-4787,Id,Casa,LG,3621.97,1564.92,0.85,True
534,SKU-5760,Temporibus,Roupas,Genérica,3500.34,1597.39,11.1,True
535,SKU-1751,Ab,Eletrônicos,Apple,3409.45,2153.67,2.64,True
536,SKU-5395,Et,Eletrônicos,LG,3581.27,2533.69,2.82,False
537,SKU-8479,Asperiores,Roupas,Nike,1618.99,1044.17,7.23,False
538,SKU-3732,Omnis,Eletrônicos,Apple,2605.92,1688.86,0.97,True
539,SKU-8908,Sit,Beleza,Genérica,441.74,229.3,9.21,True
540,SKU-3140,Quam,Casa,Nike,2457.09,875.88,6.23,True
541,SKU-6148,Exercitationem,Eletrônicos,Genérica,281.44,206.63,7.92,True
542,SKU-6542,Ea,Beleza,Adidas,3912.25,2519.96,9.31,False
543,SKU-5072,Autem,Casa,LG,2657.0,1678.84,9.66,True
544,SKU-1894,Illum,Eletrônicos,Genérica,3360.96,2578.48,7.63,False
545,SKU-3709,Velit,Eletrônicos,Nike,3411.93,1570.57,5.03,True
546,SKU-4648,Quam,Beleza,Genérica,229.89,112.49,12.27,True
547,SKU-8341,In,Eletrônicos,Nike,1852.61,969.9,1.87,False
548,SKU-1291,Corrupti,Eletrônicos,Nike,2988.6,1512.74,8.4,True
549,SKU-5990,Quis,Beleza,Adidas,3308.86,1334.88,10.1,True
550,SKU-1889,Pariatur,eletronicos,Nike,1472.47,686.15,11.53,False
551,SKU-6952,Recusandae,Casa,Samsung,2875.13,1002.61,9.92,True
552,SKU-5783,Rerum,Beleza,Adidas,1385.19,674.51,1.68,True
553,SKU-7704,Neque,Eletrônicos,LG,1984.92,1201.72,2.89,False
554,SKU-4122,Porro,Roupas,Samsung,885.89,601.14,0.79,True
555,SKU-8381,Ratione,Casa,Genérica,3095.42,1840.71,7.61,False
556,SKU-1795,Similique,Beleza,Nike,47.22,33.97,7.3,True
557,SKU-3845,Aut,eletronicos,Samsung,2776.52,1370.77,9.05,True
558,SKU-7302,Maiores,Casa,Adidas,2031.32,1539.65,11.46,True
559,SKU-6617,Optio,Roupas,Nike,1609.54,1130.54,2.16,True
560,SKU-9975,Soluta,Roupas,Genérica,3377.01,2257.22,8.35,True
561,SKU-5760,Saepe,Roupas,Genérica,827.53,303.15,10.68,True
562,SKU-6281,Adipisci,Eletrônicos,LG,2030.46,1179.98,8.78,False
563,SKU-9747,Vel,Roupas,Nike,2706.75,1905.96,7.89,True
564,SKU-1869,Fugit,Eletrônicos,Apple,1542.06,668.46,11.8,True
565,SKU-3399,Voluptate,Eletrônicos,Genérica,2743.06,1898.69,3.14,True
566,SKU-8415,Consequuntur,Eletrônicos,Adidas,1453.97,1067.24,11.12,True
567,SKU-7371,Nam,eletronicos,Adidas,2977.38,2060.8,12.0,True
568,SKU-1769,Aperiam,Casa,Nike,2780.96,1413.51,11.84,True
569,SKU-1881,Pariatur,Eletrônicos,Genérica,3864.36,1644.94,9.35,False
570,SKU-7025,Quod,Beleza,Adidas,3325.03,2225.2,3.03,True
571,SKU-3906,In,Eletrônicos,Apple,1197.89,935.83,11.05,True
572,SKU-8020,Qui,Roupas,Adidas,1527.48,660.05,2.5,True
573,SKU-8640,Soluta,eletronicos,Samsung,52.41,19.75,4.91,True
574,SKU-5934,Nemo,Casa,Adidas,3101.43,1783.57,1.19,True
575,SKU-4012,Maiores,Beleza,Samsung,2115.82,1466.54,2.47,False
576,SKU-4624,Labore,eletronicos,Genérica,395.02,184.06,5.48,True
577,SKU-9691,Magnam,Casa,Adidas,3802.72,2706.95,14.72,True
578,SKU-6668,Cum,Casa,Apple,485.45,365.18,9.24,True
579,SKU-6258,Iure,Casa,Samsung,3836.82,1891.31,8.15,True
580,SKU-9468,Temporibus,Roupas,Adidas,128.08,89.84,6.74,True
581,SKU-4154,Ipsum,Roupas,Adidas,1206.84,411.74,1.53,True
582,SKU-4453,Nemo,eletronicos,Genérica,2518.92,1289.95,1.65,False
583,SKU-2181,Sequi,eletronicos,Samsung,2596.85,1375.32,5.04,True
584,SKU-3916,Labore,Roupas,Adidas,320.79,107.54,12.34,True
585,SKU-8391,Dolorum,Casa,Nike,1648.3,755.26,5.9,True
586,SKU-2036,Esse,Beleza,Samsung,2153.29,1400.59,1.18,True
587,SKU-5937,Blanditiis,Beleza,Samsung,1180.65,520.38,13.91,False
588,SKU-1504,Assumenda,Casa,Apple,1598.6,905.98,2.13,False
589,SKU-9941,Rem,Roupas,Genérica,3193.18,1187.98,10.19,True
590,SKU-1182,Accusantium,Beleza,Adidas,3830.84,1420.04,0.72,False
591,SKU-2394,Fugit,Roupas,Apple,2162.49,1457.84,13.56,True
592,SKU-9397,Ea,eletronicos,Apple,870.6,341.27,9.29,True
593,SKU-3971,Est,Beleza,Samsung,801.48,581.63,13.99,False
594,SKU-2198,Qui,Roupas,Genérica,2589.36,864.02,1.56,False
595,SKU-6851,Voluptate,eletronicos,Genérica,3807.61,2390.18,1.59,True
596,SKU-6206,Totam,Casa,Nike,3603.47,1672.63,9.93,True
597,SKU-6971,Fugiat,Roupas,Nike,2275.24,874.42,4.77,True
598,SKU-8145,Placeat,Roupas,LG,2857.43,1049.11,11.02,False
599,SKU-6877,Fuga,Roupas,Nike,1867.51,1075.38,2.72,True
600,SKU-3293,Cumque,Beleza,Apple,3371.92,1455.38,13.31,True
601,SKU-1305,Expedita,Beleza,Genérica,2917.88,920.87,8.77,False
602,SKU-4485,Dolorum,Eletrônicos,Adidas,3083.73,1326.95,13.42,False
603,SKU-3435,Sapiente,Roupas,Nike,2626.02,1081.01,11.6,True
604,SKU-9210,Ducimus,Beleza,Samsung,561.51,279.85,7.58,True
605,SKU-3717,Beatae,Beleza,Apple,3396.49,1776.74,2.77,True
606,SKU-8921,Odit,Roupas,Samsung,2951.6,1208.41,7.37,True
607,SKU-4834,Pariatur,Eletrônicos,Genérica,1079.5,435.46,13.63,True
608,SKU-8448,Iure,Eletrônicos,Samsung,1570.73,1241.34,4.93,True
609,SKU-5314,Sequi,Beleza,Adidas,3344.44,1956.77,5.71,False
610,SKU-2275,Ut,Beleza,LG,1480.23,722.59,13.62,False
611,SKU-6653,Autem,Casa,Nike,1431.01,1064.08,0.2,True
612,SKU-4768,Consectetur,Eletrônicos,Adidas,1776.4,1104.45,3.25,True
613,SKU-2938,Vero,eletronicos,Nike,654.71,461.95,10.83,False
614,SKU-8848,Nemo,eletronicos,Adidas,2710.66,1031.74,12.52,True
615,SKU-3095,Veritatis,Beleza,Adidas,997.37,379.56,9.48,True
616,SKU-3406,Necessitatibus,Eletrônicos,Apple,3566.47,1530.48,2.78,False
617,SKU-1305,Molestiae,Roupas,Samsung,2409.45,983.77,9.14,False
618,SKU-3794,Quae,eletronicos,Nike,3473.19,2085.37,11.94,True
619,SKU-9369,Fugit,Roupas,Apple,2504.15,1657.98,5.21,False
620,SKU-2127,Est,eletronicos,Nike,2398.24,1181.69,1.72,True
621,SKU-9263,Non,Casa,Apple,2105.16,1268.9,2.74,True
622,SKU-9706,Quae,Beleza,Samsung,3514.68,1218.17,9.92,True
623,SKU-8069,Animi,Beleza,Nike,3590.97,1742.3,0.75,False
624,SKU-8899,Culpa,Casa,LG,941.06,559.48,11.15,True
625,SKU-5170,Velit,Casa,Apple,1719.19,1298.06,1.35,False
626,SKU-1089,Enim,Eletrônicos,Adidas,1053.49,591.29,7.84,False
627,SKU-6175,Minus,Casa,LG,2628.55,928.64,6.45,True
628,SKU-9783,Laudantium,Casa,Adidas,1067.37,515.35,4.21,False
629,SKU-7770,Aliquid,Beleza,Adidas,3027.24,1638.44,5.62,False
630,SKU-6024,Eligendi,Beleza,LG,1037.5,712.86,6.03,True
631,SKU-2951,Quasi,eletronicos,Nike,3424.35,2368.12,14.24,True
632,SKU-7562,Velit,Roupas,Adidas,881.4,535.02,10.3,True
633,SKU-1086,Aperiam,Eletrônicos,Apple,668.13,358.01,9.04,True
634,SKU-4633,Quae,Roupas,Samsung,284.4,171.92,10.89,False
635,SKU-9536,Dicta,Roupas,Genérica,2467.44,1928.96,0.96,True
636,SKU-8192,Quasi,Eletrônicos,Apple,2571.96,1865.4,13.97,True
637,SKU-9364,Tenetur,Beleza,Genérica,803.14,333.98,2.63,True
638,SKU-1004,Asperiores,eletronicos,Samsung,1458.17,1164.21,11.72,True
639,SKU-7642,Id,Beleza,Apple,2688.56,1502.56,11.08,True
640,SKU-5661,Odio,Beleza,Adidas,3679.13,1744.08,14.45,True
641,SKU-4187,Et,Casa,Nike,928.39,545.39,3.99,False
642,SKU-2185,Cumque,Beleza,LG,2039.77,958.65,1.84,True
643,SKU-5098,Iure,Casa,Nike,3508.17,2040.3,11.57,True
644,SKU-8517,Error,Casa,Adidas,3846.12,2811.56,7.28,True
645,SKU-4610,Incidunt,eletronicos,LG,298.19,150.95,5.36,True
646,SKU-5314,Cum,eletronicos,LG,2812.25,974.46,10.14,True
647,SKU-3924,Dolores,Casa,LG,331.83,158.21,13.43,True
648,SKU-4115,Ea,Casa,Genérica,755.65,302.14,11.06,True
649,SKU-4322,Assumenda,eletronicos,Adidas,850.91,406.75,11.71,True
650,SKU-9071,Iure,Beleza,Samsung,3683.15,2512.36,8.17,True
651,SKU-7081,Eos,Beleza,LG,3396.6,1855.12,14.78,True
652,SKU-9374,Sunt,Roupas,Nike,1978.5,813.25,8.69,True
653,SKU-7933,Totam,Casa,Adidas,2117.17,669.62,5.27,True
654,SKU-2972,Perspiciatis,Beleza,Nike,1845.07,844.72,0.23,True
655,SKU-2650,Commodi,Roupas,LG,1536.33,931.61,3.97,True
656,SKU-8722,Unde,Beleza,LG,971.44,469.17,7.53,True
657,SKU-7099,Maxime,Roupas,Nike,1693.8,744.96,2.78,True
658,SKU-4744,Quos,Eletrônicos,Genérica,3917.71,1704.1,3.61,False
659,SKU-4212,Maxime,eletronicos,Genérica,3429.55,1285.3,12.1,True
660,SKU-3203,Aliquid,Beleza,Adidas,1703.44,1124.75,11.8,True
661,SKU-1781,Veniam,Casa,Samsung,1026.37,662.29,0.99,True
662,SKU-2577,Corrupti,Casa,Genérica,1921.86,898.14,5.48,True
663,SKU-7746,Itaque,Eletrônicos,LG,1396.24,1024.4,14.45,True
664,SKU-9821,Iusto,eletronicos,LG,2320.11,1107.98,10.13,False
665,SKU-8322,Vitae,Eletrônicos,Nike,3105.74,1884.66,7.01,True
666,SKU-6527,Sit,Casa,Genérica,3476.98,2107.59,6.13,True
667,SKU-6629,Magni,eletronicos,LG,344.07,157.74,4.44,True
668,SKU-7479,Exercitationem,Roupas,Nike,2433.38,1680.22,14.09,False
669,SKU-4012,Quis,Eletrônicos,Apple,1673.54,1111.04,9.96,True
670,SKU-7505,Nemo,Eletrônicos,Samsung,865.97,287.41,13.19,True
671,SKU-7504,Eos,Beleza,Samsung,134.67,47.4,9.31,True
672,SKU-7387,Facilis,Roupas,Apple,2629.69,1114.19,4.33,True
673,SKU-3795,Dicta,Eletrônicos,Samsung,551.17,348.22,12.92,True
674,SKU-8654,Odit,Beleza,LG,3461.04,1987.58,2.11,True
675,SKU-8480,Doloribus,Beleza,Nike,2375.6,1334.44,9.63,True
676,SKU-8891,Dolores,Beleza,Apple,3638.42,2555.46,6.68,True
677,SKU-3551,Quibusdam,Roupas,Samsung,1666.45,500.01,12.25,True
678,SKU-8687,Odit,Beleza,Samsung,1395.22,898.36,7.43,False
679,SKU-8052,Aliquid,Roupas,Adidas,1219.45,506.81,0.21,True
680,SKU-8161,Deserunt,Casa,Apple,778.63,297.15,11.08,False
681,SKU-4614,Ea,Roupas,Samsung,3318.85,1696.33,3.67,True
682,SKU-9715,Nulla,Roupas,Nike,1160.17,457.11,1.12,True
683,SKU-8460,Laboriosam,Beleza,Nike,1179.69,514.43,9.38,True
684,SKU-3492,Similique,Eletrônicos,Adidas,1302.96,405.3,14.59,True
685,SKU-8183,Eos,Eletrônicos,Apple,1098.7,379.16,0.32,True
686,SKU-6104,Voluptas,Casa,LG,1387.39,737.87,11.89,True
687,SKU-3393,Omnis,Eletrônicos,LG,348.49,239.7,1.16,False
688,SKU-5097,Deleniti,Casa,Samsung,750.97,271.08,11.55,True
689,SKU-8257,Fugiat,eletronicos,Genérica,1557.65,1241.86,3.07,True
690,SKU-4415,Exercitationem,Casa,Nike,2098.92,1344.82,4.75,True
691,SKU-1691,Nisi,Beleza,Adidas,659.69,238.19,7.27,True
692,SKU-1853,Blanditiis,eletronicos,Samsung,818.93,342.3,6.57,True
693,SKU-5523,Aut,Beleza,Samsung,694.42,345.75,3.72,True
694,SKU-8786,Consequatur,Beleza,Apple,2336.88,1135.02,1.43,True
695,SKU-6544,Quia,Eletrônicos,Samsung,2014.68,962.53,2.39,True
696,SKU-4812,Praesentium,Roupas,Adidas,529.54,367.65,11.37,False
697,SKU-1349,Natus,Casa,LG,2940.76,1947.37,3.84,True
698,SKU-8168,Voluptate,Beleza,LG,1956.65,1117.97,7.4,True
699,SKU-6303,Fugiat,Casa,LG,2188.17,1605.75,9.02,True
700,SKU-3539,Eum,Casa,LG,303.44,215.35,8.17,False
701,SKU-9289,Praesentium,Casa,Genérica,32.86,12.91,0.38,True
702,SKU-4912,Est,Roupas,Genérica,3110.79,1031.76,14.51,False
703,SKU-9151,Sed,Beleza,Apple,783.78,475.38,4.91,True
704,SKU-9572,Harum,Eletrônicos,Samsung,468.54,336.22,2.03,True
705,SKU-8952,Tenetur,eletronicos,Samsung,832.25,262.92,9.66,False
706,SKU-9615,Ea,Beleza,Genérica,2641.95,1572.36,0.83,True
707,SKU-2161,Id,Eletrônicos,Apple,2435.64,1529.27,13.93,True
708,SKU-1994,Expedita,Roupas,Adidas,1888.19,1268.37,13.37,True
709,SKU-1955,Magni,Beleza,LG,3183.17,1796.93,11.04,True
710,SKU-4537,Voluptas,Beleza,Samsung,339.4,119.0,3.54,False
