id_registro,data,id_campanha,impressoes,cliques,conversoes,custo
566,2026-01-02,27,55092,9264,9130,4793.43
567,2025-07-23,16,33922,6413,1665,3005.85
568,2025-10-06,60,59454,1345,759,877.55
569,2025-11-04,54,25466,11921,844,2452.73
570,2025-12-19,39,79526,11087,647,7868.9
571,2025-07-17,52,77515,3132,2966,6059.48
572,2025-11-21,31,27879,3605,3561,8167.94
573,2026-01-21,59,2509,5017,1735,8437.58
574,2025-05-07,8,63273,12198,3974,6275.86
575,2026-01-06,14,52487,11580,3921,4991.11
576,2025-11-16,19,50394,12756,7639,4826.17
577,2025-06-20,20,34783,5936,2946,4639.71
578,2026-01-30,30,13424,8197,7692,6866.58
579,2025-10-06,59,27124,5296,3036,2850.65
580,2025-12-28,37,29502,799,759,1356.01
581,2025-03-25,36,77050,4322,3420,2691.97
582,2025-08-02,22,30649,3264,1555,5149.62
583,2025-06-04,32,72673,4076,2765,2353.07
584,2025-11-07,32,64803,13510,7550,1555.69
585,2025-09-26,23,22685,13074,2293,6496.81
586,2025-02-23,12,71558,8050,5257,8617.27
587,2025-04-09,3,10242,8634,794,6890.83
588,2025-05-03,9,30834,6806,556,6379.17
589,2025-03-13,14,66787,199,116,3390.15
590,2025-08-23,41,63834,10172,7993,190.8
591,2026-01-20,36,54414,8769,194,199.7
592,2025-10-23,18,70720,11882,4697,203.43
593,2025-09-13,45,56936,13372,13208,8460.42
594,2025-04-18,7,13124,2987,2147,1382.63
595,2025-10-25,40,69503,3194,1033,7346.17
596,2025-08-14,51,52522,4429,647,3388.81
597,2025-04-13,30,74555,6702,1992,8912.59
598,2025-07-06,20,11066,3750,2677,8925.49
599,2025-02-06,49,4652,10697,1531,3677.24
600,2025-04-29,36,62890,6229,459,5748.9
601,2025-12-04,11,11337,11565,8189,7615.7
602,2025-08-03,51,43920,10616,9270,8797.1
603,2025-06-29,58,69726,1612,87,2106.41
604,2025-03-08,56,74789,14816,7790,2476.3
605,2025-11-17,44,37249,1268,1112,5093.41
606,2025-04-30,12,41720,589,16,8655.15
607,2025-03-28,10,52705,9667,1260,2728.53
608,2025-10-03,16,74777,9289,6375,6109.46
609,2025-12-09,22,50811,8906,2292,7124.96
610,2025-08-12,47,10779,11343,8204,6721.84
611,2025-06-24,4,13303,5716,3580,2127.69
612,2026-01-07,22,79820,1295,1257,8595.98
613,2025-06-24,50,43278,6549,242,5725.4
614,2025-04-22,29,64804,12887,3737,3234.51
615,2025-11-09,28,24845,6200,5568,5293.58
616,2025-03-03,6,39215,6277,2018,6432.32
617,2025-02-24,18,20714,1394,778,6419.51
618,2025-06-07,10,51568,10435,5188,3278.27
619,2025-02-11,1,40905,1549,910,3271.26
620,2025-09-20,7,17867,4469,715,1727.16
621,2026-01-31,36,73210,7403,4197,3702.0
622,2025-10-27,6,46888,480,283,882.93
623,2025-05-09,51,43023,9848,6311,160.45
624,2025-11-19,25,11601,6829,5937,8115.17
625,2025-12-18,16,75467,14880,8537,1567.77
626,2025-02-19,11,18698,6287,2202,2745.12
627,2025-04-05,10,8792,8129,1369,3940.35
628,2025-08-01,20,63969,6949,6411,738.45
629,2025-05-20,16,65485,4173,1601,4147.86
630,2025-10-31,20,1387,2269,1620,3023.34
631,2025-11-14,25,43693,10211,7212,3045.89
632,2025-11-21,53,78408,13410,2230,2738.9
633,2025-05-24,45,26826,9933,7848,2861.94
634,2025-10-26,21,38700,6574,6020,6269.87
635,2025-09-10,37,32275,8094,2669,3415.69
636,2025-04-08,51,52002,13427,5980,1069.3
637,2025-11-30,13,78124,9288,8939,1660.35
638,2026-01-20,36,4027,12626,11914,4181.52
639,2026-01-28,14,57969,11655,4773,7489.97
640,2025-12-19,53,54127,1183,1022,1295.65
641,2025-05-17,16,33619,5011,1262,6451.37
642,2025-06-03,25,10194,12978,7357,8916.77
643,2025-02-17,38,53034,7901,4377,4584.18
644,2026-01-08,45,55327,14298,8907,379.05
645,2025-10-29,45,70873,5940,4864,5761.71
646,2025-07-26,7,33036,1442,1346,5999.01
647,2025-08-02,42,6306,2775,2306,8853.29
648,2025-08-04,42,52878,11149,5432,8693.17
649,2025-02-06,7,1882,7102,807,2365.71
650,2025-08-13,48,68499,8416,3621,4039.72
651,2025-08-06,30,77647,6458,5656,4529.17
652,2025-08-01,2,63777,5701,856,2694.12
653,2025-11-07,8,19069,1456,713,2841.42
654,2025-02-10,51,27614,7510,4268,4372.19
655,2025-07-17,7,57931,7851,5914,6286.03
656,2025-09-08,5,39856,5275,366,7301.16
657,2025-12-24,2,45467,1935,1327,1028.8
658,2025-05-03,11,32470,13158,8454,1611.36
659,2025-07-18,22,73880,2673,1746,8628.24
660,2025-02-06,52,53590,3848,2579,1700.84
661,2025-03-28,43,57140,10543,6481,311.27
662,2025-10-25,57,26363,10111,7365,5350.22
663,2025-06-07,1,28653,6420,1685,2541.19
664,2026-01-20,52,8700,11580,9459,960.68
665,2025-07-26,35,25005,14336,5993,2967.56
666,2025-09-05,8,34887,7546,5494,7770.6
667,2025-07-13,41,41578,8696,6367,5521.21
668,2025-06-05,8,46103,9667,5766,7617.38
669,2025-11-01,12,39486,10164,10067,5332.01
670,2025-07-13,9,41549,11061,1931,2185.23
671,2025-11-11,12,49429,1966,1420,1315.16
672,2025-06-18,27,78674,6414,1129,5194.51
673,2025-05-18,12,64288,6981,5206,4859.54
674,2025-04-06,60,23206,10621,9091,1543.45
675,2025-02-28,9,25023,4782,2577,7585.77
676,2025-03-16,4,47559,10198,157,4387.25
677,2025-08-08,53,50824,3246,2300,4573.67
678,2025-05-08,27,64951,8159,3404,6405.77
679,2025-02-25,32,22422,7322,677,5110.31
680,2025-08-14,49,29405,13089,4785,342.62
681,2025-06-08,35,38336,3733,688,7037.62
682,2025-06-27,48,65421,9317,9006,4621.71
683,2025-12-03,8,35612,9433,8898,7418.38
684,2025-06-01,35,5953,6060,5889,4000.23
685,2025-09-18,28,13923,3630,3014,7479.13
686,2025-08-18,16,39521,12360,528,4075.1
687,2025-08-31,56,11901,5761,3596,7794.35
688,2025-09-29,50,31556,1973,429,7305.79
689,2025-10-22,45,46457,9682,7015,1535.54
690,2025-10-26,51,27582,2331,847,7258.69
691,2025-08-27,23,70267,9390,4605,5391.88
692,2025-07-12,21,38856,2808,1185,5175.98
693,2025-05-21,33,12981,14107,2221,8666.81
694,2025-02-17,27,8270,12922,4543,7810.08
695,2025-05-07,45,17892,2128,1022,1358.88
696,2025-05-10,54,32947,5327,3217,4430.66
697,2025-08-23,41,35721,9510,6786,3407.79
698,2025-06-07,41,12702,1287,825,4664.74
699,2025-08-21,45,48874,4608,3724,8554.77
700,2025-12-02,38,824,5412,763,6591.84
701,2025-06-04,41,47452,7561,6964,616.81
702,2025-10-25,26,29051,8806,7039,7432.39
703,2025-04-29,18,42818,8155,6785,2588.16
704,2025-06-11,37,17617,9017,7951,7105.32
705,2025-11-05,44,6845,14699,752,941.19
706,2025-12-07,54,60738,12893,266,1161.92
707,2025-07-29,11,58340,14101,7479,56.05
708,2025-03-30,13,17790,7059,5324,2751.7
709,2026-02-01,60,36416,14376,1529,5908.56
710,2025-06-12,6,49238,4152,1355,513.5
711,2026-01-06,20,31189,10299,7032,5916.59
712,2025-05-10,7,642,11579,3496,4317.42
713,2025-03-01,38,30147,2224,2127,6135.85
714,2025-06-06,1,45532,202,209,1129.31
715,2025-08-10,28,17824,14145,7826,683.91
716,2025-08-16,6,13925,6326,845,2854.5
717,2025-07-07,20,18473,14484,6270,6972.47
718,2026-01-15,56,17951,12389,10511,8936.81
719,2025-11-29,5,70034,2390,2307,125.85
720,2025-10-04,11,58184,10699,5753,6515.77
721,2025-03-10,48,20340,10340,6745,5563.88
722,2025-03-01,56,28974,7298,710,8074.51
723,2025-07-23,49,16642,2343,1572,3196.24
724,2026-01-31,21,18827,7085,2029,2528.86
725,2025-10-09,16,73034,1430,1230,5420.07
726,2025-05-28,19,4015,10004,4942,1888.74
727,2026-01-26,33,25226,9993,6418,2695.1
728,2025-05-19,51,31870,944,506,3503.68
729,2025-08-31,32,78347,3999,290,4778.16
730,2025-04-17,24,41980,247,67,3512.2
731,2025-02-12,37,55663,13795,5986,4939.89
732,2025-10-06,49,62236,2880,298,199.37
733,2025-04-09,1,34865,1156,441,406.45
734,2025-07-13,51,52663,1040,1037,2614.07
735,2025-07-02,33,54951,11725,6939,6331.21
736,2025-10-16,41,70828,1400,1101,5563.62
737,2026-02-01,6,41120,4596,647,4626.18
738,2025-07-30,52,20865,3379,2197,2974.42
739,2025-09-25,41,9165,9658,5081,6303.15
740,2025-11-04,55,31778,12009,948,2238.09
741,2025-05-10,8,59924,7168,5015,5499.05
742,2025-03-14,43,23522,5117,978,163.35
743,2025-02-25,45,1987,2298,671,4492.9
744,2025-09-30,34,68293,5730,2123,1544.32
745,2025-07-12,48,35727,2129,483,6954.3
746,2025-04-08,22,56772,530,278,4738.5
747,2025-06-24,46,76082,4358,631,4490.52
748,2025-02-06,24,7766,8418,8185,7741.27
749,2025-11-08,24,21118,2784,1044,6971.29
750,2025-03-11,37,15617,14701,3742,6679.98
751,2025-07-11,3,2110,92,31,461.53
752,2025-02-23,25,20171,6013,1466,8383.88
753,2026-01-27,3,72965,14099,13158,8229.83
754,2025-07-01,42,55467,12185,3678,2930.13
755,2025-05-19,59,42434,6869,2222,7442.67
756,2025-03-09,24,16150,9414,8225,6076.27
757,2025-08-21,12,29753,912,823,4666.18
758,2025-12-10,26,9534,802,476,7800.99
759,2025-08-04,55,41223,12723,5362,823.15
760,2025-07-12,1,48854,7533,1643,2659.78
761,2025-05-29,20,32295,12903,7600,3346.05
762,2025-11-15,50,26114,8133,6000,8108.97
763,2025-11-04,51,32629,12509,2466,107.08
764,2025-05-09,2,31039,6768,4436,3150.49
765,2025-04-03,45,1757,13805,5488,63.09
766,2025-11-25,25,40806,10819,1703,1886.49
767,2026-02-01,27,64991,3952,3937,586.06
768,2025-09-16,46,37177,2382,381,442.91
769,2025-03-21,58,68625,3842,1691,6322.58
770,2025-07-11,30,11628,6152,4757,905.41
771,2025-07-27,41,52188,2237,306,5347.47
772,2025-11-22,28,17632,1070,484,2660.5
773,2025-11-28,21,52005,13991,11480,7495.5
774,2025-10-24,21,59843,5395,2227,2140.82
775,2025-11-18,9,77138,3371,446,1440.92
776,2025-12-09,29,61586,2743,1286,3688.29
777,2025-05-26,23,27715,8830,7404,2809.35
778,2025-05-27,55,16217,4391,740,1460.66
779,2025-02-28,20,79576,11290,660,1974.44
780,2025-09-26,21,19941,14084,1494,6414.86
781,2025-04-21,26,67800,5878,401,6110.79
782,2025-05-09,53,23289,4312,254,8571.26
783,2025-10-24,29,73369,14051,12256,4973.58
784,2025-05-05,30,13857,1601,286,1137.01
785,2025-04-12,54,29635,1060,267,1823.29
786,2025-12-23,24,11515,6613,4770,5295.76
787,2025-11-05,5,3357,13366,1056,1819.87
788,2025-11-07,29,17380,10633,1506,8150.45
789,2025-02-28,52,43956,13638,2007,432.13
790,2025-11-04,4,22518,7602,7570,5186.26
791,2025-07-02,47,52273,13512,8128,313.87
792,2025-09-07,28,23150,11243,5799,1971.71
793,2025-12-12,18,37181,3116,1826,7956.64
794,2025-02-03,40,32715,617,302,4515.08
795,2025-08-14,36,63287,14513,999,835.11
796,2025-05-27,9,55449,6325,1633,5801.74
797,2026-01-09,34,33156,13111,10334,8947.08
798,2025-04-01,51,3059,8957,6266,7048.15
799,2025-12-18,31,71871,5933,3970,3129.11
800,2025-12-18,33,42653,9317,6363,2470.4
801,2026-01-20,21,78765,477,112,312.27
802,2025-06-27,50,37322,13332,959,7287.45
803,2025-02-18,34,47349,7778,6281,5276.7
804,2026-01-04,11,13624,3863,1015,5928.94
805,2025-03-19,35,7828,4416,1797,5202.44
806,2025-03-25,25,47004,13114,2846,1626.1
807,2025-09-27,21,47526,9757,9692,302.45
808,2025-09-09,23,74903,11527,9234,1321.82
809,2025-06-06,54,65017,3134,2220,2816.02
810,2025-07-16,3,12330,8085,460,2131.98
811,2025-08-08,2,69502,3634,1957,56.12
812,2025-10-29,13,17603,10111,5582,6466.59
813,2025-02-26,55,42913,13196,975,246.12
814,2025-04-11,46,19066,9661,1817,7626.0
815,2025-05-14,24,10006,14151,6120,6355.62
816,2025-09-24,26,77310,10898,1655,3062.22
817,2025-11-13,9,21144,5335,3578,7136.99
818,2025-05-29,42,42086,8032,1427,6379.29
819,2025-08-22,45,47269,9257,3657,6006.51
820,2025-05-28,12,50095,13394,5026,6619.26
821,2025-05-23,9,23792,4875,14,8541.65
822,2025-10-31,26,74881,9435,530,1679.63
823,2025-05-09,59,29453,5263,5239,5111.67
824,2025-02-08,10,43906,8179,1274,2180.06
825,2025-05-24,11,12129,5284,5235,6577.11
826,2025-09-22,29,1993,5550,2172,1926.67
827,2025-07-30,5,46438,11406,4205,7093.83
828,2025-12-01,1,6810,11853,6323,3972.07
829,2025-02-03,11,54766,6925,4039,7941.85
830,2025-11-07,35,49697,5804,830,7467.82
831,2025-04-05,56,76266,12972,10665,6836.28
832,2025-07-03,11,59651,3745,301,7202.79
833,2025-12-22,19,3131,597,326,2387.09
834,2025-02-12,5,45301,1765,348,7996.98
835,2026-01-19,47,10330,2686,2240,8479.42
836,2025-02-27,22,78360,1575,1256,8044.37
837,2025-12-08,2,57034,11592,10709,1526.72
838,2025-11-23,28,21091,14627,877,956.26
839,2025-08-10,13,54145,3417,2855,5009.31
840,2025-04-19,35,35268,12009,10823,2569.63
841,2025-06-29,7,7005,3941,1609,5167.34
842,2025-10-24,32,20631,13810,893,3279.42
843,2025-07-16,6,39107,7055,6749,5975.08
844,2025-02-24,31,26671,9883,1589,280.33
845,2025-02-20,41,38748,2848,335,4288.46
846,2025-03-15,20,52596,1942,964,4427.42
847,2025-04-21,17,12445,10880,10516,4919.93
848,2025-02-16,24,50496,3079,1513,1719.92
849,2025-08-22,17,58137,781,476,2407.44
850,2025-02-04,18,74456,13764,1009,1402.62
851,2025-05-09,43,13175,11460,1404,6029.86
852,2025-11-12,35,54762,13291,12393,5328.05
853,2025-10-28,4,51238,9120,8561,3796.76
854,2025-07-24,44,62736,8823,3860,4312.55
855,2025-08-28,26,5051,1343,1028,5162.42
856,2025-07-20,52,75405,8517,2415,1126.52
857,2025-05-14,29,23159,12455,2738,8750.88
858,2025-09-10,13,17039,13295,699,3839.21
859,2025-09-11,28,26965,11242,10276,1373.51
860,2025-07-07,17,42410,9799,1097,828.9
861,2025-03-31,26,72858,9165,5343,7716.79
862,2025-11-10,30,2120,8564,8561,7046.09
863,2026-01-24,27,20113,1893,303,5121.02
864,2025-07-29,49,13633,9596,1730,5086.02
865,2025-03-22,51,37998,1704,1096,7927.22
866,2025-08-19,27,35120,14433,6275,5910.35
867,2025-09-06,39,62503,9422,613,1591.19
868,2025-12-16,10,53154,6652,317,3592.35
869,2025-03-17,22,31639,14450,807,6724.46
870,2025-09-12,58,49316,4450,165,3073.9
871,2025-06-15,20,41256,13053,4593,7593.48
872,2025-10-24,45,13373,14111,3734,1252.75
873,2025-04-02,29,42556,12235,4414,6572.75
874,2025-11-29,42,12203,9961,3079,4003.36
875,2025-05-01,27,63999,13549,12443,4672.69
876,2025-12-01,53,7867,6176,4221,7133.84
877,2025-12-30,20,66926,1125,826,1264.07
878,2025-10-10,34,75037,13997,474,1604.95
879,2025-03-30,54,26809,14388,13713,565.77
880,2026-01-06,30,7126,591,369,6356.47
881,2025-07-13,24,61346,4538,4137,3602.63
882,2025-06-09,44,4505,2079,990,3383.58
883,2025-10-13,29,23776,9782,7775,5302.58
884,2025-06-24,23,21932,5780,2118,6753.2
885,2025-03-05,6,37864,11336,449,3509.76
886,2025-02-15,55,75507,2719,877,7721.15
887,2025-07-02,15,27596,10656,4408,5881.71
888,2025-03-23,2,1666,8459,7767,8208.06
889,2025-08-20,12,79292,10656,138,2052.74
890,2025-09-23,52,40537,10017,4511,3843.07
891,2025-05-29,55,46206,6218,3760,2305.39
892,2025-10-09,20,68741,7696,6752,5631.27
893,2025-08-03,7,1463,9626,8380,8994.89
894,2025-04-20,54,49551,13866,9198,5843.71
895,2025-03-05,19,39621,10028,1771,4361.56
896,2026-01-24,18,43116,5559,2268,2387.26
897,2025-12-04,58,39663,11700,3086,1391.87
898,2025-09-27,16,7941,12591,9830,3666.68
899,2025-05-02,44,18840,5286,208,5915.84
900,2025-09-05,17,55362,4893,3314,3525.06
901,2025-08-19,38,75478,628,194,3121.35
902,2025-09-19,15,70575,11737,10458,7074.83
903,2025-02-19,43,47488,14902,8311,2736.74
904,2025-11-28,54,73670,2835,741,2679.37
905,2025-07-14,9,34402,7763,5940,7284.68
906,2025-06-27,59,24495,12549,11136,8101.34
907,2025-06-19,6,29631,10772,5820,2048.78
908,2025-05-10,20,55612,14327,12912,7987.25
909,2025-07-11,17,77251,6139,2408,4200.66
910,2025-09-07,31,7535,1979,1774,5727.85
911,2025-08-01,40,9834,9557,7736,8010.36
912,2025-11-02,8,50526,8249,4888,3747.31
913,2025-10-19,55,20262,14317,2250,8931.51
914,2025-12-11,27,75132,5664,3748,1331.86
915,2025-11-28,46,24139,14179,12762,773.26
916,2025-08-12,41,23676,5499,2567,5728.77
917,2025-04-29,29,36351,127,53,6862.68
918,2025-05-18,37,21266,2812,2005,7077.64
919,2025-09-11,6,17461,12825,10067,3931.72
920,2025-06-15,26,56733,7085,3910,3480.68
921,2025-09-29,35,26637,668,382,8553.11
922,2025-04-14,21,70103,14664,3122,210.35
923,2025-03-19,41,33113,117,57,6257.05
924,2026-01-29,20,17399,5691,841,3482.78
925,2025-02-11,20,22391,9694,1069,7423.4
926,2025-05-15,19,60259,4935,4262,5387.51
927,2025-10-11,28,18036,5585,2807,8965.44
928,2025-09-08,23,25197,8081,1350,8535.35
929,2025-02-26,26,3006,13353,3742,2057.68
930,2025-08-09,14,3372,2199,2066,1562.41
931,2026-01-23,46,5397,6056,3073,7895.07
932,2025-11-15,50,70588,4240,398,5365.62
933,2025-02-20,43,14670,835,669,7533.27
934,2025-03-04,45,15676,840,426,4026.61
935,2025-10-26,36,33626,2074,1943,6331.72
936,2025-03-26,45,1719,3416,1233,3816.8
937,2026-01-21,43,68697,1704,552,5624.04
938,2025-07-16,9,55396,11530,1718,4628.68
939,2025-03-13,8,37554,10170,1867,7073.6
940,2025-07-07,13,26681,8204,4308,7491.91
941,2025-05-07,23,54207,3354,1209,1485.34
942,2025-10-15,32,27722,9030,7875,3008.9
943,2025-06-28,1,12165,94,14,7525.33
944,2025-07-25,32,20048,11011,1475,7026.76
945,2025-02-04,47,13776,1279,524,5816.81
946,2026-01-24,19,35119,7533,3803,498.22
947,2025-02-17,12,5670,13373,4760,3273.92
948,2025-03-30,21,56336,11138,1898,900.24
949,2025-03-05,57,6514,12472,158,7675.39
950,2025-07-12,42,22849,10918,5384,3249.87
951,2025-10-22,40,35667,7221,7196,6610.96
952,2025-12-23,53,45421,6155,1498,1068.8
953,2025-11-06,30,36129,6607,3159,6224.63
954,2025-12-22,52,55778,7885,5315,7980.81
955,2025-12-26,8,17868,2782,240,8835.04
956,2025-08-18,11,14093,13883,6816,8205.48
957,2025-03-31,52,75072,7958,5557,3971.56
958,2026-01-01,25,47502,10065,10016,307.91
959,2025-04-13,57,17625,11264,7914,8287.56
960,2025-07-22,57,54407,1900,902,461.45
961,2025-10-30,42,41687,4336,101,6355.89
962,2026-02-01,34,76082,11157,9257,2054.67
963,2025-06-16,56,44841,11024,8504,4731.77
964,2025-09-04,40,12983,11528,7091,5972.33
965,2025-02-22,31,45818,4122,3152,1380.46
966,2025-07-21,36,7652,13590,190,5808.42
967,2025-05-27,33,62010,2621,2030,7831.27
968,2025-12-17,49,64941,1276,656,2205.98
969,2025-09-17,4,66944,4607,1824,4976.94
970,2026-01-19,26,31301,6253,645,4158.9
971,2025-02-20,37,59233,13177,1442,7716.47
972,2025-08-19,21,16059,7374,4074,6719.89
973,2025-07-24,7,53379,341,211,370.7
974,2025-06-08,1,12413,9046,4990,8016.49
975,2025-04-02,14,60296,9263,5584,3301.92
976,2025-03-11,53,29718,939,864,4117.42
977,2025-03-14,50,79136,9227,7751,6464.09
978,2025-10-13,46,59814,6002,934,922.06
979,2025-10-07,15,787,10845,5592,3228.49
980,2025-04-26,52,38770,10431,8973,4721.77
981,2025-04-16,7,6500,11553,2689,4457.18
982,2025-12-19,46,54136,13515,1752,2325.89
983,2025-04-15,13,16326,3259,1609,1979.53
984,2025-06-14,51,25479,13559,11743,3074.51
985,2025-02-27,27,6594,12455,10375,7545.32
986,2025-11-21,8,59548,9697,7493,5943.19
987,2025-09-07,9,65882,8310,71,4796.76
988,2025-03-20,36,57229,845,858,5286.83
989,2025-06-01,50,23726,8378,2845,6587.93
990,2025-11-01,7,51278,2153,1318,4561.79
991,2025-02-05,27,33037,6352,2241,3610.94
992,2025-06-28,19,59855,5667,1092,1286.71
993,2025-09-27,45,67647,9921,4897,7595.52
994,2025-07-05,56,41644,9025,3560,1847.96
995,2025-12-15,46,38586,10276,5657,8294.67
996,2025-05-27,46,23806,2223,2063,4905.3
997,2026-01-14,21,15626,10484,5771,5082.41
998,2025-09-03,37,55219,9598,8747,2609.06
999,2025-03-24,28,2173,13932,8564,1002.91
1000,2025-07-10,10,7455,6290,5490,556.61
1001,2025-12-06,49,21594,4424,2347,6166.34
1002,2025-06-08,54,8630,2449,1208,1875.81
1003,2025-08-01,3,47513,8916,7415,967.2
1004,2025-06-22,44,74147,14271,14169,2057.55
1005,2025-05-20,36,51472,10652,3892,4622.75
1006,2025-05-15,52,38201,13105,11353,5997.22
1007,2025-02-17,25,55100,6301,5612,2848.25
1008,2025-12-06,4,2199,9096,4117,1867.63
1009,2025-06-28,50,58573,14285,13598,2068.66
1010,2025-03-08,46,48700,10433,9640,4942.21
1011,2025-11-11,13,25862,9935,4819,4066.89
1012,2026-01-28,5,25007,11234,2847,6628.96
1013,2025-07-19,25,5826,2005,877,2548.05
1014,2026-01-13,9,21593,4379,2089,100.52
1015,2025-08-18,46,20790,7690,327,1425.65
1016,2025-04-19,39,7165,5335,5123,5559.7
1017,2025-04-10,20,64797,10894,9382,4973.93
1018,2025-02-11,51,42162,1244,1076,2018.66
1019,2025-07-24,34,9436,3062,2069,1476.37
1020,2025-12-23,35,53376,8947,1506,3177.16
1021,2025-07-28,14,44000,14523,5424,3279.14
1022,2025-10-23,49,70033,3629,1945,8969.85
1023,2025-12-03,49,1653,13545,1879,6037.0
1024,2025-05-12,16,32458,7351,326,6158.83
1025,2025-03-09,25,15360,5308,3161,2346.49
1026,2025-12-14,19,3738,11911,8468,7407.88
1027,2025-03-24,33,67180,6193,3650,4406.9
1028,2026-01-13,58,25732,4906,2624,4649.36
1029,2025-09-11,11,71013,1622,1092,115.61
1030,2025-03-22,14,28441,1122,868,7529.2
1031,2025-04-02,35,57547,3418,2648,7359.95
1032,2025-10-19,48,20652,1231,48,4160.07
1033,2025-04-12,3,11971,5484,600,535.7
1034,2025-08-15,17,73649,13062,1154,5195.91
1035,2026-01-24,59,34401,3779,1669,3522.89
1036,2025-04-17,26,57257,10375,5183,201.17
1037,2025-02-20,8,70601,11081,96,5790.73
1038,2025-05-27,5,77256,10181,745,6322.89
1039,2025-10-23,23,66407,1239,217,2644.04
1040,2025-07-11,20,11838,11287,4612,6899.2
1041,2026-01-28,25,52288,7220,6734,5963.47
1042,2025-10-10,11,70422,7815,1801,1270.61
1043,2025-03-03,51,72029,6456,2416,8643.2
1044,2025-09-21,20,49406,2410,45,5004.04
1045,2025-09-22,10,16652,9144,684,95.02
1046,2025-10-28,26,70905,9825,8970,8525.47
1047,2025-07-02,14,45569,5042,1734,3743.26
1048,2025-03-04,55,67681,10632,2333,1490.54
1049,2025-12-18,40,33627,3667,795,1075.87
1050,2025-03-14,52,74856,11043,891,7669.92
1051,2025-02-22,30,72545,9042,1198,2651.34
1052,2025-07-25,17,13371,1153,404,6544.02
1053,2025-11-12,22,47310,8032,1050,6058.1
1054,2025-07-12,7,37873,3892,2537,674.79
1055,2025-10-21,21,64182,3220,1845,2988.7
1056,2025-07-05,20,77068,10853,2496,5111.69
1057,2025-12-30,52,41962,6021,3508,1559.32
1058,2025-07-31,16,29535,5181,3572,2526.28
1059,2026-01-09,9,43958,5939,3931,4192.49
1060,2025-12-31,50,40538,5927,3989,4987.46
1061,2025-05-07,42,11244,2929,1149,7735.49
1062,2025-03-25,58,71097,2343,804,2405.95
1063,2026-01-02,41,10522,14571,11918,724.83
1064,2025-10-13,55,66976,355,323,329.19
1065,2025-11-21,38,53601,9583,3485,8161.42
1066,2025-05-09,17,71733,9087,8842,4275.33
1067,2025-09-07,10,48448,12750,6430,2048.59
1068,2025-02-05,38,38641,12700,2193,4209.08
1069,2025-07-27,6,52507,8412,5961,4544.4
1070,2025-03-09,16,22237,10907,8423,1306.32
1071,2025-05-28,12,74733,2658,2317,5951.75
1072,2025-04-20,48,63873,2445,1469,411.76
1073,2025-05-11,32,30875,12525,1029,2416.0
1074,2025-08-08,3,27602,3884,2121,8174.15
1075,2025-12-10,25,62061,5968,3724,7939.89
1076,2025-12-06,42,42976,703,105,6348.44
1077,2025-06-04,41,36347,8592,4314,5228.75
1078,2025-03-16,12,49869,9391,6201,3319.41
1079,2025-04-17,58,10702,10754,8465,2301.7
1080,2025-06-16,15,68181,14914,6649,3208.44
1081,2025-05-20,23,64313,14266,12986,4364.89
1082,2025-10-14,1,66276,9949,2276,3987.09
1083,2025-02-17,5,67941,3818,2635,2563.25
1084,2025-03-25,12,21125,2511,1483,5438.08
1085,2025-03-13,8,30691,13434,6793,7310.0
1086,2025-10-30,8,63613,11850,11062,4335.39
1087,2025-06-04,38,21634,3502,2651,7508.62
1088,2025-02-07,16,6155,417,65,5182.7
1089,2025-09-30,9,67693,2689,160,8022.64
1090,2025-07-28,4,22302,2456,1057,8305.9
1091,2026-01-11,26,79058,8514,305,7912.66
1092,2025-12-10,43,37652,11977,1404,1988.51
1093,2025-10-03,31,63633,9987,2794,2013.31
1094,2025-06-02,39,19205,6780,6509,5264.68
1095,2025-03-14,12,67452,12624,4333,1551.11
1096,2025-07-14,22,59937,11282,9773,5335.83
1097,2025-03-19,25,51023,3815,541,1021.7
1098,2025-10-30,34,66607,3365,2803,3807.17
1099,2025-04-25,39,13122,2500,726,4309.03
1100,2025-09-03,39,5616,10122,8706,4554.8
1101,2025-02-07,6,63708,1975,1350,1216.44
1102,2025-04-30,35,657,9937,7069,4722.3
1103,2025-05-10,56,6193,6118,5715,4791.86
1104,2025-08-06,52,63692,3809,3234,6929.61
1105,2025-03-18,38,76013,5792,800,3858.13
1106,2026-01-08,31,30975,4220,686,2585.24
1107,2025-07-01,35,54062,14414,4223,1741.74
1108,2025-03-25,48,1432,11668,9469,4726.74
1109,2025-04-28,1,49655,8565,3365,6205.51
1110,2025-12-17,27,47983,5225,873,1435.27
1111,2025-09-25,38,33744,10725,4281,7702.04
1112,2025-11-03,37,48425,6989,5012,2516.27
1113,2025-06-08,26,27198,11201,6770,4991.34
1114,2026-01-19,31,23925,9185,6065,5053.89
1115,2025-02-21,17,40693,7975,4732,3131.99
1116,2025-11-07,26,18596,11608,10801,1115.82
1117,2025-04-03,29,21706,3814,410,1969.4
1118,2025-09-04,51,44859,6612,6560,4977.66
1119,2026-01-11,44,7322,11470,2633,3532.48
1120,2025-06-10,1,12439,10468,2381,4271.43
1121,2025-03-12,28,12052,9884,1049,2404.67
1122,2025-12-11,6,5448,6125,5935,3489.72
1123,2025-07-10,40,68789,6614,2346,6418.87
1124,2025-05-12,4,23473,9838,8099,3978.8
1125,2025-05-26,55,68415,3354,1171,1792.98
1126,2025-05-13,39,67418,12894,8451,6301.13
1127,2025-10-09,11,5226,10129,5893,2191.35
