id_atendimento,id_pedido,id_cliente,id_agente,canal,motivo_principal,submotivo,area_responsavel,prioridade,complexidade,data_abertura,data_primeira_resposta,data_fechamento,quantidade_reaberturas,tempo_agente_minutos,custo_hora_agente,custo_atendimento,valor_compensacao,valor_estornado,nota_satisfacao,nps_classificacao,houve_reclamacao_publica,cliente_churnou_apos_atendimento,houve_recompra_30_dias
806,ped-93287,,3,WhatsApp,troca,Produto errado,financeiro,critica,Média,2025-01-21 00:51:17.358636,2025-01-21 08:51:17.358636,2025-01-22 20:51:17.358636,2,18,92.77,27.83,0,0,2,Detrator,SIM,Sim,Não
3198,PED-53775,,42,site,entrega,Produto errado,Logística,Crítica,baixa,2025-11-25 12:40:34.903818,2025-11-25 07:40:34.903818,,1,-10,87.43,-14.57,0,0,6,promotor,sim,Não,Sim
4085,ped-20225,,18,telefone,troca,estorno,financeiro,media,baixa,2026-01-05 09:49:09.864667,2026-01-05 15:49:09.864667,2026-01-08 00:49:09.864667,3,-10,95.02,-15.84,100,200,4,Neutro,SIM,nao,sim
3200,ped-19946,,37,SITE,Troca,atraso,Comercial,Média,alta,2024-06-19 05:18:39.949747,2024-06-19 02:18:39.949747,,2,-10,39.94,-6.66,50,200,0,N/A,Sim,nao,sim
1019,PED-50364,200.0,44,Aplicativo,produto com defeito,erro cobrança,Logística,alta,Alta,2024-09-08 16:45:56.886957,2024-09-09 03:45:56.886957,,0,-10,23.62,-3.94,100,0,6,neutro,SIM,Sim,sim
3787,PED-30502,,17,WhatsApp,produto com defeito,Produto errado,logistica,Baixa,alta,2025-08-23 14:54:54.649376,2025-08-23 16:54:54.649376,,0,-10,40.18,-6.7,-20,200,6,Neutro,NAO,sim,Não
37,PED-92254,776.0,15,whatsapp,Pagamento,Produto errado,Logística,alta,Baixa,2025-06-08 18:35:15.799648,2025-06-08 23:35:15.799648,2025-06-10 01:35:15.799648,3,-10,28.68,-4.78,50,500,4,Detrator,Não,nao,Não
4258,PED-12368,,18,WhatsApp,troca,Estorno,logistica,critica,alta,2025-02-17 01:53:51.641784,2025-02-17 06:53:51.641784,2025-02-17 13:53:51.641784,2,-10,28.16,-4.69,100,200,1,Neutro,NAO,sim,Sim
2300,PED-53115,,15,Chat Online,troca,Estorno,Tecnologia,baixa,Média,2024-08-24 17:24:12.236720,2024-08-24 23:24:12.236720,2024-08-27 04:24:12.236720,3,-10,94.23,-15.71,0,200,6,neutro,SIM,nao,Sim
4743,ped-59072,1439.0,11,Aplicativo,Cancelamento,Estorno,Comercial,critica,Baixa,2025-04-29 05:53:29.119143,2025-04-29 14:53:29.119143,,3,91,20.17,406.04,-20,-100,6,promotor,Sim,Não,Não
2769,PED-76340,,6,App,entrega,Produto errado,Tecnologia,alta,Média,2024-02-17 05:47:41.653072,2024-02-17 08:47:41.653072,2024-02-17 15:47:41.653072,0,-10,83.83,-13.97,50,0,4,detrator,Não,nao,sim
1945,PED-15715,1060.0,5,Telefone,Troca,Erro na cobrança,Tecnologia,Média,Média,2025-04-14 02:52:14.186018,2025-04-14 05:52:14.186018,2025-04-16 21:52:14.186018,3,-10,36.87,-6.14,100,0,0,Promotor,Sim,nao,Sim
1522,PED-88653,458.0,47,App,entrega,Erro na cobrança,Financeiro,Crítica,Alta,2025-07-01 20:01:50.026843,2025-07-02 03:01:50.026843,2025-07-05 17:01:50.026843,2,-10,64.24,220.86,0,500,2,neutro,NAO,sim,nao
3020,PED-87894,431.0,11,Chat Online,entrega,Erro na cobrança,Financeiro,alta,Média,2025-02-03 12:08:05.528449,2025-02-03 20:08:05.528449,,2,78,83.0,107.9,-20,200,6,Neutro,nao,sim,Sim
581,ped-87675,1370.0,29,telefone,Cancelamento,erro cobrança,Financeiro,Baixa,Média,2025-05-15 21:05:25.750210,2025-05-16 08:05:25.750210,2025-05-19 01:05:25.750210,3,8,32.21,4.29,0,200,3,N/A,nao,Sim,sim
3383,ped-15084,802.0,45,site,produto com defeito,Erro na cobrança,Tecnologia,critica,Baixa,2025-08-06 00:17:01.343827,2025-08-06 07:17:01.343827,,0,-10,85.96,-14.33,0,-100,6,Detrator,sim,Não,Não
2237,ped-74457,713.0,4,app,troca,arrependimento,logistica,Crítica,baixa,2025-04-11 17:09:54.911332,2025-04-12 01:09:54.911332,,1,-10,33.51,-5.58,0,0,0,detrator,Não,Sim,sim
4147,ped-73963,1348.0,8,Aplicativo,Troca,Arrependimento,Comercial,Crítica,alta,2024-06-26 10:17:22.246527,2024-06-26 18:17:22.246527,,0,-10,71.63,205.85,-20,-100,6,promotor,nao,Sim,Sim
4036,ped-33668,11.0,34,App,produto com defeito,Estorno,Comercial,Alta,Baixa,2025-09-30 08:25:44.005422,2025-09-30 08:25:44.005422,2025-10-04 10:25:44.005422,0,-10,89.84,-14.97,50,0,6,promotor,Não,Não,Sim
2694,ped-33473,,28,Telefone,Produto com defeito,atraso,Financeiro,alta,Alta,2024-06-13 14:00:08.255022,2024-06-13 15:00:08.255022,,0,-10,20.67,-3.45,50,-100,0,neutro,nao,sim,nao
3217,ped-53281,,17,chat online,produto com defeito,erro cobrança,logistica,Média,Baixa,2024-11-21 06:56:44.031040,2024-11-21 03:56:44.031040,2024-11-25 17:56:44.031040,3,-10,47.74,136.52,0,-100,6,Promotor,nao,Sim,sim
3353,ped-96100,1475.0,7,Chat Online,troca,arrependimento,Financeiro,Baixa,baixa,2024-09-26 07:26:45.031267,2024-09-26 18:26:45.031267,2024-09-30 21:26:45.031267,0,48,72.1,57.68,0,500,6,neutro,sim,Sim,Não
3219,ped-79238,,23,SITE,Entrega,estorno,financeiro,Média,Baixa,2024-09-06 07:37:32.972406,2024-09-06 11:37:32.972406,2024-09-08 20:37:32.972406,-1,-10,75.71,-12.62,0,200,2,N/A,SIM,sim,sim
4596,PED-31282,1084.0,41,Telefone,pagamento,arrependimento,Logística,Média,Baixa,2025-01-28 21:49:22.787098,2025-01-29 04:49:22.787098,,0,-10,22.39,-3.73,0,-100,6,Neutro,Não,sim,nao
3221,ped-25309,,33,WhatsApp,Troca,Erro na cobrança,Logística,Alta,baixa,2025-09-17 21:09:23.997378,2025-09-18 09:09:23.997378,,3,-10,24.0,-4.0,50,0,6,Detrator,nao,nao,sim
3652,PED-96173,910.0,13,whatsapp,Produto com defeito,Produto errado,Tecnologia,Baixa,Média,2024-03-24 05:47:54.894755,2024-03-24 13:47:54.894755,2024-03-28 13:47:54.894755,-1,-10,62.42,-10.4,0,-100,5,neutro,SIM,Não,sim
1638,ped-18323,368.0,36,Chat Online,Pagamento,Arrependimento,Comercial,Baixa,baixa,2025-02-11 03:23:50.075045,2025-02-11 11:23:50.075045,2025-02-12 15:23:50.075045,0,-10,98.27,-16.38,-20,200,0,detrator,sim,sim,nao
3081,PED-46091,102.0,9,WhatsApp,pagamento,Produto errado,Financeiro,Média,Baixa,2024-07-18 21:20:31.488171,2024-07-19 06:20:31.488171,2024-07-20 17:20:31.488171,0,-10,95.88,-15.98,0,-100,0,neutro,NAO,Não,nao
532,ped-29973,,19,Site,Troca,Produto errado,Tecnologia,critica,Alta,2024-04-04 08:06:53.319608,2024-04-04 16:06:53.319608,2024-04-08 22:06:53.319608,0,7,75.55,8.81,-20,-100,0,promotor,Não,nao,sim
811,ped-84536,1222.0,44,Aplicativo,Produto com defeito,atraso,Comercial,media,baixa,2025-03-02 12:42:44.926542,2025-03-02 21:42:44.926542,,0,23,94.59,36.26,-20,0,0,N/A,Sim,Sim,Sim
605,PED-69757,1018.0,13,WhatsApp,troca,Erro na cobrança,financeiro,Média,Baixa,2024-06-14 18:02:49.434570,2024-06-15 06:02:49.434570,2024-06-18 21:02:49.434570,1,-10,45.26,-7.54,100,0,6,Neutro,sim,nao,nao
2704,PED-33887,,50,whatsapp,Entrega,Erro na cobrança,Financeiro,Média,baixa,2024-10-25 06:55:37.212018,2024-10-25 15:55:37.212018,2024-10-28 13:55:37.212018,0,91,84.14,127.61,-20,500,0,neutro,Não,Não,Não
2525,PED-68005,,20,whatsapp,troca,Estorno,Comercial,critica,baixa,2025-09-17 02:55:54.018981,2025-09-17 03:55:54.018981,2025-09-20 06:55:54.018981,-1,106,65.41,115.56,0,0,6,promotor,SIM,Não,Não
1999,ped-46083,,11,SITE,Entrega,erro cobrança,Comercial,Alta,alta,2025-04-20 04:43:33.997302,2025-04-20 13:43:33.997302,2025-04-22 10:43:33.997302,1,-10,85.84,-14.31,50,0,0,promotor,Sim,sim,sim
4625,PED-54899,,12,site,Produto com defeito,Arrependimento,financeiro,alta,Alta,2025-08-19 07:40:06.550953,2025-08-19 13:40:06.550953,2025-08-21 12:40:06.550953,0,-10,43.55,-7.26,100,-100,6,neutro,NAO,Não,sim
3232,PED-39325,,36,WhatsApp,troca,estorno,Financeiro,Alta,Baixa,2024-04-19 13:41:13.920114,2024-04-19 21:41:13.920114,,0,-10,42.53,-7.09,0,0,3,promotor,Sim,sim,sim
3008,PED-47408,1413.0,37,SITE,Produto com defeito,Estorno,Tecnologia,Média,Baixa,2025-02-04 02:47:42.629931,2025-02-04 08:47:42.629931,2025-02-06 02:47:42.629931,2,76,64.54,81.75,0,500,6,Neutro,sim,nao,nao
4676,ped-40054,601.0,45,site,entrega,Erro na cobrança,Logística,media,alta,2025-03-02 04:17:21.029267,2025-03-02 13:17:21.029267,2025-03-04 17:17:21.029267,0,-10,73.43,-12.24,50,-100,5,Detrator,SIM,Não,sim
3235,ped-45226,265.0,35,whatsapp,pagamento,Produto errado,Tecnologia,critica,Média,2025-02-18 17:26:44.465865,2025-02-18 19:26:44.465865,2025-02-20 22:26:44.465865,2,-10,40.92,-6.82,-20,500,4,N/A,NAO,Não,Sim
1346,ped-23207,,47,Chat Online,produto com defeito,Erro na cobrança,logistica,Baixa,Média,2024-08-06 11:09:30.717724,2024-08-06 16:09:30.717724,2024-08-09 00:09:30.717724,1,5,71.3,5.94,-20,0,6,promotor,NAO,Sim,Não
3237,ped-86888,796.0,39,site,entrega,atraso,logistica,baixa,alta,2025-11-21 05:00:27.235111,2025-11-21 16:00:27.235111,2025-11-25 00:00:27.235111,1,-10,52.4,-8.73,100,0,6,N/A,nao,nao,sim
3238,PED-78256,251.0,7,telefone,entrega,estorno,financeiro,baixa,alta,2024-02-20 13:03:47.499074,2024-02-20 18:03:47.499074,2024-02-22 21:03:47.499074,3,39,90.42,58.77,0,500,2,N/A,SIM,nao,nao
3239,ped-50982,,46,telefone,entrega,Produto errado,Comercial,baixa,Média,2024-05-05 06:43:11.406245,2024-05-05 08:43:11.406245,,0,-10,55.94,386.09,-20,0,6,promotor,NAO,nao,Sim
3240,PED-31090,,3,app,Troca,erro cobrança,Tecnologia,Crítica,Média,2024-06-29 22:14:04.521415,2024-06-30 02:14:04.521415,2024-06-30 04:14:04.521415,-1,18,75.98,22.79,50,200,5,N/A,Sim,Sim,nao
3163,PED-54783,,26,SITE,Produto com defeito,Arrependimento,Financeiro,alta,baixa,2024-11-08 17:57:44.977835,2024-11-08 18:57:44.977835,2024-11-12 02:57:44.977835,0,31,98.02,50.64,0,-100,6,detrator,Sim,nao,nao
1317,ped-43170,1075.0,19,App,Entrega,Erro na cobrança,logistica,Alta,Média,2025-01-18 21:50:54.982350,2025-01-18 23:50:54.982350,2025-01-22 05:50:54.982350,0,39,65.48,42.56,100,200,0,Promotor,sim,nao,nao
2700,ped-10756,,36,whatsapp,entrega,Estorno,financeiro,media,alta,2025-04-08 11:35:40.172126,2025-04-08 21:35:40.172126,2025-04-11 03:35:40.172126,1,-10,73.21,-12.2,0,0,6,neutro,nao,sim,sim
4891,ped-22177,1309.0,41,WhatsApp,troca,estorno,Comercial,Média,baixa,2025-05-10 15:01:20.227314,2025-05-10 14:01:20.227314,,0,70,27.57,32.16,-20,200,6,Promotor,Não,sim,sim
3245,ped-25042,,14,WhatsApp,Entrega,atraso,Financeiro,Alta,alta,2024-07-11 04:50:34.949202,2024-07-11 06:50:34.949202,,3,-10,92.48,-15.41,0,200,6,Promotor,SIM,nao,Sim
3246,ped-83371,,2,chat online,pagamento,erro cobrança,financeiro,media,baixa,2024-07-10 14:10:08.422463,2024-07-10 13:10:08.422463,2024-07-10 19:10:08.422463,1,17,97.22,27.55,-20,500,6,N/A,NAO,Não,Não
3437,ped-98546,283.0,9,chat online,Troca,erro cobrança,financeiro,alta,alta,2025-07-16 12:41:20.483198,2025-07-16 13:41:20.483198,2025-07-19 07:41:20.483198,0,-10,94.71,-15.78,-20,-100,0,N/A,NAO,sim,nao
3248,PED-91408,,16,chat online,pagamento,Atraso,Tecnologia,Crítica,alta,2024-08-08 03:46:38.767987,2024-08-07 22:46:38.767987,2024-08-10 09:46:38.767987,3,89,52.54,77.93,-20,200,0,Neutro,NAO,Sim,Sim
223,ped-57821,,45,Aplicativo,troca,Produto errado,Tecnologia,baixa,Média,2025-07-24 16:36:10.853750,2025-07-24 20:36:10.853750,,2,93,43.99,358.69,0,-100,0,promotor,nao,Sim,Não
3250,PED-42192,113.0,18,Telefone,pagamento,erro cobrança,Comercial,media,baixa,2025-04-13 08:05:17.034436,2025-04-13 10:05:17.034436,,2,51,86.83,73.81,-20,200,3,Neutro,SIM,Não,Sim
4458,ped-78304,,42,SITE,Cancelamento,Arrependimento,financeiro,Alta,baixa,2025-04-10 19:22:14.453073,2025-04-10 20:22:14.453073,2025-04-13 19:22:14.453073,-1,64,45.88,48.94,50,0,0,promotor,Não,Sim,nao
45,ped-16359,487.0,7,Aplicativo,Cancelamento,estorno,financeiro,Baixa,Média,2024-10-29 00:28:23.965650,2024-10-29 02:28:23.965650,2024-10-31 07:28:23.965650,1,-10,96.07,97.98,100,0,0,detrator,sim,Não,Sim
3385,ped-60373,1045.0,43,chat online,pagamento,Arrependimento,Tecnologia,critica,Alta,2024-05-29 06:27:24.557236,2024-05-29 09:27:24.557236,2024-05-31 02:27:24.557236,3,36,81.33,48.8,-20,0,1,detrator,Sim,nao,Sim
3254,ped-20901,,14,WhatsApp,produto com defeito,estorno,Financeiro,critica,Alta,2025-02-14 17:11:22.629189,2025-02-14 19:11:22.629189,2025-02-17 19:11:22.629189,2,105,77.55,135.71,-20,0,6,neutro,Sim,nao,sim
1331,ped-74964,,43,app,Cancelamento,estorno,financeiro,Crítica,alta,2025-12-16 23:06:09.879191,2025-12-17 02:06:09.879191,,3,49,37.37,30.52,-20,-100,5,detrator,SIM,Não,Não
3256,PED-45267,532.0,33,telefone,Cancelamento,Estorno,Comercial,alta,alta,2024-08-17 23:48:24.573125,2024-08-18 00:48:24.573125,2024-08-19 00:48:24.573125,0,108,32.83,59.09,50,-100,5,promotor,NAO,Não,nao
4706,PED-23168,1301.0,35,app,Pagamento,Arrependimento,Tecnologia,Média,Alta,2024-08-01 09:42:51.399510,2024-08-01 18:42:51.399510,,2,103,40.35,69.27,100,-100,6,detrator,Sim,Sim,sim
3258,ped-75248,1294.0,29,telefone,Troca,arrependimento,Financeiro,Baixa,Baixa,2025-02-04 03:10:48.939716,2025-02-04 04:10:48.939716,2025-02-08 16:10:48.939716,0,-10,61.45,307.09,100,200,0,promotor,Sim,sim,nao
3259,ped-25092,,24,Site,Produto com defeito,estorno,financeiro,Baixa,Média,2025-05-16 02:34:55.471228,2025-05-16 05:34:55.471228,2025-05-17 06:34:55.471228,0,95,47.39,75.03,-20,200,4,detrator,nao,Não,sim
684,PED-53113,67.0,25,site,troca,Estorno,Comercial,Alta,Média,2024-11-30 21:45:41.442023,2024-12-01 06:45:41.442023,,0,-10,30.51,347.71,0,0,0,neutro,Não,nao,nao
2724,PED-36653,473.0,16,app,Cancelamento,Estorno,Financeiro,Média,baixa,2024-07-12 18:32:31.860592,2024-07-13 00:32:31.860592,2024-07-16 08:32:31.860592,-1,66,37.57,41.33,-20,500,2,N/A,nao,Sim,Sim
2502,PED-79483,230.0,30,Telefone,pagamento,Estorno,Tecnologia,Crítica,baixa,2025-06-01 07:02:23.713256,2025-06-01 12:02:23.713256,2025-06-03 02:02:23.713256,0,43,43.22,30.97,50,0,1,Neutro,NAO,Sim,nao
3263,PED-17924,835.0,34,chat online,Cancelamento,arrependimento,Tecnologia,Alta,Alta,2025-06-03 19:05:48.831283,2025-06-04 07:05:48.831283,2025-06-07 22:05:48.831283,1,-10,30.96,-5.16,0,200,3,N/A,nao,Sim,sim
3264,PED-12698,,36,whatsapp,troca,Produto errado,Comercial,Crítica,alta,2025-02-27 03:46:04.210178,2025-02-27 13:46:04.210178,2025-02-27 16:46:04.210178,3,-10,84.11,-14.02,50,0,0,Neutro,NAO,sim,Sim
3265,PED-78184,,31,App,Entrega,Estorno,Logística,baixa,Baixa,2025-12-02 14:10:20.761087,2025-12-02 16:10:20.761087,2025-12-03 01:10:20.761087,0,58,49.5,47.85,-20,500,5,detrator,SIM,Sim,Não
3266,ped-59813,,25,Telefone,Troca,Erro na cobrança,financeiro,baixa,baixa,2024-11-18 15:47:39.144170,2024-11-18 21:47:39.144170,2024-11-22 07:47:39.144170,3,-10,55.98,-9.33,100,0,0,Promotor,Não,Não,Sim
3598,PED-33671,,49,Chat Online,Produto com defeito,Erro na cobrança,Logística,Crítica,Alta,2025-01-06 14:26:52.633739,2025-01-06 13:26:52.633739,2025-01-06 16:26:52.633739,0,34,51.73,29.31,0,0,0,Detrator,SIM,Sim,Não
3268,PED-75142,,28,Chat Online,Cancelamento,Arrependimento,Logística,Alta,baixa,2024-04-01 16:07:07.344008,2024-04-01 22:07:07.344008,2024-04-02 09:07:07.344008,3,35,71.06,41.45,50,0,0,detrator,nao,Sim,sim
3269,ped-76752,,30,Chat Online,produto com defeito,Atraso,logistica,critica,Média,2025-02-18 12:27:25.438702,2025-02-18 20:27:25.438702,2025-02-20 01:27:25.438702,-1,-10,49.6,415.94,0,-100,3,detrator,Não,nao,Sim
3270,ped-11528,1180.0,44,Site,Cancelamento,Estorno,financeiro,Baixa,alta,2024-05-22 04:32:45.071658,2024-05-22 14:32:45.071658,2024-05-26 09:32:45.071658,0,14,25.87,170.65,0,200,6,Neutro,nao,Não,Sim
3271,ped-83117,1287.0,28,Site,Pagamento,Erro na cobrança,logistica,critica,Média,2024-10-07 23:59:00.907983,2024-10-08 04:59:00.907983,2024-10-10 05:59:00.907983,0,-10,70.54,-11.76,100,0,5,Promotor,Sim,Não,Sim
1385,PED-51437,167.0,46,Chat Online,Cancelamento,erro cobrança,Logística,media,baixa,2025-05-21 04:24:39.326447,2025-05-21 07:24:39.326447,2025-05-23 18:24:39.326447,3,119,75.68,150.1,0,0,6,Promotor,NAO,Sim,Não
3273,ped-44334,490.0,50,App,pagamento,arrependimento,financeiro,Baixa,Alta,2024-06-27 16:27:55.774796,2024-06-27 20:27:55.774796,2024-06-29 06:27:55.774796,2,23,52.71,20.21,50,0,6,Promotor,Não,sim,Não
3274,ped-28802,,36,whatsapp,Cancelamento,arrependimento,Comercial,critica,Alta,2025-02-24 10:46:39.659511,2025-02-24 13:46:39.659511,2025-02-28 03:46:39.659511,3,-10,83.56,72.69,50,200,6,detrator,SIM,nao,nao
3233,PED-62437,915.0,46,WhatsApp,troca,Erro na cobrança,financeiro,alta,Alta,2025-05-10 02:03:04.634120,2025-05-10 04:03:04.634120,2025-05-12 11:03:04.634120,1,84,30.04,42.06,-20,0,6,neutro,Não,sim,Não
3276,ped-47136,283.0,11,SITE,produto com defeito,Produto errado,Financeiro,Crítica,baixa,2025-11-05 23:16:58.879582,2025-11-06 03:16:58.879582,2025-11-10 06:16:58.879582,3,115,74.01,141.85,0,0,2,Detrator,Não,Sim,nao
1491,ped-51162,,30,chat online,Produto com defeito,estorno,Tecnologia,Alta,Alta,2025-10-27 14:36:35.210182,2025-10-27 21:36:35.210182,2025-10-31 16:36:35.210182,-1,83,50.34,69.64,-20,500,6,neutro,sim,Não,Sim
3278,PED-52756,,48,app,Entrega,erro cobrança,logistica,alta,Alta,2025-08-16 14:40:52.976773,2025-08-16 21:40:52.976773,,-1,-10,81.11,-13.52,100,200,5,N/A,NAO,Sim,Sim
3279,ped-23137,,40,Telefone,Entrega,Arrependimento,logistica,Crítica,Alta,2025-03-23 04:35:21.471101,2025-03-23 07:35:21.471101,,-1,87,62.61,90.78,-20,200,3,Neutro,nao,sim,nao
4841,ped-15292,1374.0,45,SITE,Entrega,arrependimento,Financeiro,baixa,Média,2024-07-15 11:44:26.157525,2024-07-15 19:44:26.157525,,3,99,67.69,111.69,0,0,6,Promotor,sim,sim,nao
2034,PED-66395,743.0,25,SITE,produto com defeito,arrependimento,Tecnologia,Crítica,Média,2025-07-01 02:07:44.935214,2025-07-01 05:07:44.935214,2025-07-02 03:07:44.935214,1,87,88.32,128.06,0,200,0,promotor,Não,Não,nao
3282,ped-87124,,30,Aplicativo,Pagamento,Produto errado,financeiro,alta,Baixa,2025-05-03 00:55:34.689842,2025-05-03 09:55:34.689842,2025-05-06 05:55:34.689842,0,18,58.31,17.49,100,-100,6,Promotor,Sim,nao,nao
3283,PED-95435,,26,telefone,Produto com defeito,atraso,Comercial,Média,alta,2026-02-07 02:03:54.687109,2026-02-07 13:03:54.687109,2026-02-08 02:03:54.687109,3,62,48.33,49.94,100,0,2,detrator,sim,nao,sim
2653,ped-70825,,7,Aplicativo,troca,Produto errado,logistica,Alta,baixa,2025-06-23 14:04:56.816892,2025-06-24 01:04:56.816892,2025-06-23 21:04:56.816892,1,-10,41.71,-6.95,0,500,6,N/A,Sim,Sim,nao
1963,PED-14135,,49,Telefone,troca,Arrependimento,Comercial,Alta,alta,2025-07-30 04:13:32.314394,2025-07-30 06:13:32.314394,2025-08-03 01:13:32.314394,3,-10,92.27,-15.38,-20,0,4,Promotor,NAO,nao,Não
3286,ped-59875,713.0,19,App,Produto com defeito,Produto errado,Comercial,Alta,Alta,2024-05-25 02:23:23.484533,2024-05-25 03:23:23.484533,2024-05-28 22:23:23.484533,-1,-10,40.54,-6.76,100,200,6,promotor,Não,Sim,sim
3287,PED-26830,,31,Aplicativo,Pagamento,Erro na cobrança,financeiro,Média,Média,2026-01-14 14:37:18.828556,2026-01-15 02:37:18.828556,2026-01-18 01:37:18.828556,0,-10,27.13,32.59,50,-100,6,N/A,nao,Sim,Não
2452,ped-81735,542.0,9,app,Cancelamento,arrependimento,financeiro,Baixa,Baixa,2025-04-19 02:49:49.589059,2025-04-19 07:49:49.589059,2025-04-19 19:49:49.589059,1,118,77.24,151.91,0,0,0,Detrator,Não,sim,Sim
3289,ped-80217,262.0,6,Site,entrega,Estorno,Comercial,Média,Baixa,2024-09-27 13:28:16.686195,2024-09-27 18:28:16.686195,,0,39,56.94,55.87,0,-100,5,detrator,Sim,sim,sim
3290,ped-50019,59.0,10,chat online,Cancelamento,estorno,Tecnologia,Alta,Média,2025-06-09 19:07:42.509274,2025-06-10 03:07:42.509274,2025-06-11 17:07:42.509274,2,66,99.83,109.81,0,0,6,Neutro,Não,sim,nao
3291,PED-95952,,39,telefone,produto com defeito,Atraso,financeiro,media,alta,2025-12-24 08:29:22.329235,2025-12-24 18:29:22.329235,,0,-10,59.89,216.2,100,0,6,promotor,Não,Sim,nao
3292,ped-90209,,4,site,Entrega,Erro na cobrança,Financeiro,Crítica,alta,2025-01-19 10:43:33.571041,2025-01-19 17:43:33.571041,2025-01-24 08:43:33.571041,1,76,70.32,89.07,50,500,6,Neutro,sim,Não,nao
3824,PED-54191,,23,Site,Cancelamento,erro cobrança,Financeiro,Alta,Baixa,2025-06-19 11:42:02.607642,2025-06-19 14:42:02.607642,,-1,-10,81.96,-13.66,-20,-100,6,neutro,NAO,Não,Não
3294,PED-62904,293.0,7,chat online,Cancelamento,Arrependimento,Comercial,alta,baixa,2024-02-21 16:21:26.011058,2024-02-21 23:21:26.011058,2024-02-24 16:21:26.011058,3,-10,45.88,-7.65,50,500,5,Detrator,NAO,nao,Sim
3295,PED-17882,102.0,3,App,Cancelamento,atraso,Logística,critica,Média,2026-01-20 18:50:35.843556,2026-01-21 04:50:35.843556,2026-01-25 07:50:35.843556,3,-10,75.0,-12.5,100,200,6,Neutro,NAO,Não,sim
3700,PED-60093,,19,Site,troca,arrependimento,logistica,Crítica,baixa,2025-06-11 02:14:09.674029,2025-06-11 02:14:09.674029,,0,109,24.25,265.58,100,0,6,N/A,nao,sim,sim
3297,PED-67937,,37,Site,entrega,atraso,financeiro,Crítica,baixa,2025-03-20 16:54:29.336858,2025-03-20 18:54:29.336858,,1,-10,45.13,-7.52,100,0,4,detrator,Não,Sim,sim
3298,PED-33801,1135.0,12,Chat Online,troca,Produto errado,Comercial,media,alta,2024-06-14 12:14:51.075649,2024-06-14 17:14:51.075649,,0,-10,73.8,-12.3,0,0,0,promotor,sim,sim,Não
3988,PED-31467,1090.0,26,WhatsApp,entrega,Arrependimento,Financeiro,Média,baixa,2025-01-05 17:47:18.277186,2025-01-05 13:47:18.277186,2025-01-06 07:47:18.277186,0,-10,80.21,-13.37,100,0,0,detrator,SIM,nao,nao
956,ped-24962,918.0,50,telefone,Produto com defeito,Produto errado,logistica,Alta,Alta,2024-04-29 09:12:38.087071,2024-04-29 12:12:38.087071,2024-05-02 14:12:38.087071,2,82,75.93,103.77,0,-100,6,Promotor,Não,Sim,Sim
3301,ped-45186,624.0,34,chat online,produto com defeito,Arrependimento,logistica,alta,baixa,2025-09-30 03:54:14.890555,2025-09-30 15:54:14.890555,2025-09-30 16:54:14.890555,2,91,64.48,97.79,50,200,3,Neutro,Não,sim,Não
3302,PED-34596,,9,SITE,Produto com defeito,Produto errado,Logística,Alta,Alta,2025-12-22 04:46:29.453060,2025-12-22 14:46:29.453060,2025-12-26 08:46:29.453060,1,22,82.83,30.37,0,200,6,detrator,SIM,sim,Não
4337,ped-55678,,39,SITE,produto com defeito,estorno,financeiro,Crítica,Média,2025-09-04 08:18:28.555246,2025-09-04 12:18:28.555246,2025-09-06 21:18:28.555246,3,-10,45.66,-7.61,0,200,0,Detrator,NAO,nao,sim
651,ped-54264,135.0,49,Aplicativo,entrega,Estorno,financeiro,alta,Alta,2024-11-03 18:35:07.944474,2024-11-03 14:35:07.944474,,1,60,29.1,29.1,50,200,6,promotor,NAO,nao,Sim
688,PED-41519,795.0,24,App,troca,estorno,financeiro,media,Baixa,2024-02-25 15:57:47.394127,2024-02-25 22:57:47.394127,2024-02-29 04:57:47.394127,0,-10,86.48,-14.41,-20,500,0,promotor,Não,Sim,Sim
3306,ped-22933,,35,Telefone,Produto com defeito,atraso,financeiro,Baixa,Média,2024-07-05 08:15:32.328356,2024-07-05 09:15:32.328356,2024-07-08 18:15:32.328356,-1,31,73.95,38.21,100,-100,6,neutro,nao,Sim,Não
1376,PED-48893,1288.0,49,App,troca,erro cobrança,Logística,media,Baixa,2025-03-30 17:40:32.253672,2025-03-30 18:40:32.253672,2025-04-04 11:40:32.253672,0,66,77.84,85.62,100,0,1,Detrator,nao,sim,nao
1212,ped-23807,,15,WhatsApp,Pagamento,Erro na cobrança,Financeiro,Alta,baixa,2025-02-21 13:57:08.849286,2025-02-21 19:57:08.849286,2025-02-25 05:57:08.849286,3,-10,78.82,-13.14,-20,0,0,detrator,Não,sim,Não
214,ped-58337,443.0,7,App,Entrega,arrependimento,logistica,critica,Alta,2024-09-09 22:42:21.250029,2024-09-10 04:42:21.250029,2024-09-11 23:42:21.250029,0,-10,27.64,-4.61,0,200,6,neutro,SIM,Não,nao
490,ped-45317,1111.0,31,telefone,pagamento,Produto errado,Tecnologia,alta,Alta,2024-12-19 09:39:21.790860,2024-12-19 10:39:21.790860,2024-12-22 16:39:21.790860,1,27,60.64,23.36,0,0,6,Promotor,Não,Não,Não
3311,PED-68976,,26,Site,Troca,Erro na cobrança,Financeiro,media,Alta,2024-07-08 00:58:08.158806,2024-07-08 04:58:08.158806,2024-07-10 08:58:08.158806,-1,45,77.99,58.49,50,-100,6,Detrator,sim,sim,Sim
