id_lancamento,data,tipo,categoria,descricao,valor,id_pedido
1316,2026-01-08,Despesa,Tecnologia,Vero id blanditiis distinctio dolore.,-2791.14,PED-92483
1317,2026-01-29,Despesa,marketing,Deleniti assumenda.,3457.2,PED-96025
1318,2026-01-27,Despesa,Tecnologia,Ratione occaecati itaque.,-7454.04,
1319,2025-04-20,Receita,Tecnologia,Assumenda omnis temporibus voluptatum.,-6462.75,PED-46418
1320,2025-11-24,Receita,Tecnologia,Quod vel placeat.,-2380.56,
1321,2024-03-08,Despesa,Marketing,Iste laudantium.,4076.43,
1322,2024-02-04,Despesa,RH,Eveniet unde eveniet.,-604.66,PED-32989
1323,2024-11-13,Despesa,marketing,Minima temporibus modi atque harum.,1698.37,
1324,2024-09-02,receita,Marketing,Quaerat quam quos nulla laborum.,11346.91,
1325,2025-10-05,receita,RH,Ea modi porro delectus.,7407.36,PED-41188
1326,2025-10-19,Despesa,Receita,Provident totam vitae.,-4654.33,PED-85727
1327,2025-10-04,Receita,Receita,Soluta dolore totam neque doloremque.,-2712.09,
1328,2024-08-10,Receita,RH,Eligendi possimus labore omnis.,-25.1,PED-49500
1329,2025-04-26,Despesa,Tecnologia,Accusantium beatae praesentium a.,-3326.77,PED-99589
1330,2024-03-17,receita,Logística,Quas accusantium fuga velit.,-5097.0,
1331,2026-01-27,receita,RH,Mollitia saepe exercitationem vero.,-359.92,
1332,2025-05-29,Receita,Tecnologia,Provident libero totam sapiente.,4748.48,PED-66595
1333,2025-09-14,receita,Logística,Eligendi possimus quae quo sit.,-2658.24,PED-22881
1334,2024-11-09,Despesa,Tecnologia,Eius tenetur eos dicta saepe.,-176.92,
1335,2025-07-31,Despesa,Receita,Necessitatibus vitae.,3774.49,PED-35549
1336,2025-05-25,Despesa,Receita,Animi esse corporis laboriosam deleniti.,11864.3,
1337,2024-10-18,Despesa,Marketing,Repudiandae consectetur quia accusamus.,8633.79,PED-11567
1338,2025-12-05,Receita,Tecnologia,Ex voluptatum numquam numquam incidunt.,-5921.85,PED-68450
1339,2025-04-06,Receita,Receita,Blanditiis cum quasi.,-2334.06,
1340,2025-11-05,Receita,Tecnologia,Repellendus nesciunt quasi necessitatibus sunt.,-6161.17,
1341,2024-07-27,Despesa,Receita,Iusto voluptate.,-5564.2,
1342,2025-07-15,Despesa,marketing,Nisi incidunt laboriosam magni eum.,-480.83,
1343,2025-01-07,Receita,Receita,Dignissimos ratione dolorum quam quam.,-4314.74,PED-48609
1344,2024-06-01,Despesa,Marketing,Reprehenderit enim natus.,4775.61,PED-46226
1345,2025-05-03,Despesa,Receita,Veritatis officiis sunt qui.,7397.61,PED-52389
1346,2025-07-25,Receita,Marketing,Iure in veritatis perferendis ducimus.,-2454.25,PED-18177
1347,2024-04-06,receita,Logística,Ut quo.,11919.17,PED-43847
1348,2025-09-13,Receita,RH,Ullam omnis nostrum deserunt itaque.,-6612.03,PED-36302
1349,2025-11-26,Receita,Receita,Quibusdam ipsum maiores.,1841.15,PED-28857
1350,2025-06-21,Receita,Tecnologia,Vitae repellendus id aspernatur.,4866.76,PED-67878
1351,2025-06-17,Receita,Marketing,Sapiente perspiciatis impedit eaque dolor.,-6541.61,PED-84887
1352,2024-06-22,receita,Marketing,Veritatis fugiat itaque mollitia.,9930.25,
1353,2024-11-12,Receita,Receita,Necessitatibus quisquam blanditiis facere.,-190.32,PED-29871
1354,2024-07-16,receita,Tecnologia,Voluptatum doloribus porro numquam ducimus.,-7925.92,PED-74314
1355,2025-03-07,receita,RH,Cumque dolor quia tempora illum.,8880.98,
1356,2024-02-29,Receita,RH,Minima earum.,11083.11,
1357,2024-12-10,Despesa,Tecnologia,Exercitationem fugit ducimus.,10700.84,PED-57044
1358,2024-09-23,Despesa,Logística,Repudiandae quia.,12.3,
1359,2024-10-12,receita,Tecnologia,Aspernatur incidunt accusamus.,9066.84,
1360,2025-06-23,receita,Logística,Accusantium ipsa fugiat assumenda laborum.,4955.85,
1361,2025-05-12,receita,Receita,Perferendis distinctio perferendis quod.,-4179.94,
1362,2025-06-12,Despesa,Receita,Consequatur laudantium.,-814.78,PED-21123
1363,2025-07-25,Despesa,marketing,Error architecto.,-5201.14,
1364,2024-05-17,Despesa,Tecnologia,Quidem facere numquam unde itaque.,-3230.3,
1365,2025-03-08,Despesa,Receita,Sequi totam tempore officiis laborum.,-1845.38,PED-79984
1366,2024-12-05,Receita,Marketing,Corporis distinctio consequatur quisquam quam.,-1214.3,
1367,2025-08-28,receita,Marketing,Quidem eveniet doloremque sequi.,-3766.44,PED-95701
1368,2024-05-21,Despesa,Tecnologia,Eius consectetur laborum fugiat.,-5020.93,
1369,2024-05-31,Receita,Marketing,Corrupti quos inventore ad.,6709.19,
1370,2025-12-18,receita,Tecnologia,Error odio tempore rem.,-7083.97,
1371,2025-02-11,Receita,marketing,Possimus aut suscipit perspiciatis.,4653.23,
1372,2024-11-16,receita,Tecnologia,Pariatur sit necessitatibus.,-4586.21,
1373,2025-05-22,Receita,Marketing,Quaerat doloremque amet.,1942.87,
1374,2025-06-13,Receita,marketing,Cupiditate quis magnam ea id.,524.23,PED-98918
1375,2025-04-18,receita,Marketing,Temporibus ea officiis inventore illo.,11517.07,
1376,2024-09-06,receita,marketing,Laborum quia neque.,7284.56,
1377,2024-12-05,receita,Marketing,Suscipit accusantium.,-5585.09,PED-28512
1378,2026-01-14,Receita,Receita,Ullam qui expedita.,-601.45,PED-31627
1379,2025-02-16,Receita,Tecnologia,Vel hic eligendi.,-7186.02,PED-23102
1380,2026-01-02,Receita,Marketing,Atque debitis.,9592.54,
1381,2024-02-12,Receita,marketing,Earum voluptates veniam placeat.,10522.74,PED-95426
1382,2025-08-21,receita,Receita,Velit voluptates esse quod doloribus.,8148.24,
1383,2024-05-24,Receita,marketing,Tempora a quidem cumque sunt.,4796.51,PED-78562
1384,2024-11-06,receita,marketing,Quod facere.,10761.79,
1385,2025-01-22,Despesa,marketing,Doloribus nam officia blanditiis eligendi.,6343.98,
1386,2024-12-03,Despesa,Logística,Non sit.,-1042.93,
1387,2024-03-08,Receita,Marketing,Repellat eum ipsam fugit.,11732.07,PED-22541
1388,2025-07-14,Despesa,Tecnologia,Eos officiis ipsam.,-3614.48,
1389,2025-07-06,receita,Marketing,Labore nisi vel.,-4125.62,PED-29558
1390,2024-04-21,receita,marketing,Non voluptate delectus.,-4804.81,
1391,2025-10-29,Despesa,Logística,Minus cupiditate delectus est voluptatem.,-2298.71,PED-66973
1392,2025-06-10,receita,Tecnologia,Sapiente adipisci vel dolorum in.,8103.07,
1393,2024-11-30,Receita,Receita,Sapiente adipisci distinctio.,-6950.87,
1394,2024-05-19,Receita,Marketing,Quod enim.,1701.23,
1395,2025-12-02,Receita,Receita,Laborum atque.,896.42,PED-85990
1396,2024-06-26,receita,marketing,Quibusdam quae vel repudiandae veniam.,6941.74,
1397,2025-09-17,Receita,Logística,Veniam consequatur saepe.,-3444.36,PED-41079
1398,2025-03-24,Receita,RH,Officia explicabo eum ratione id.,9827.3,PED-19637
1399,2025-06-09,Despesa,RH,Rerum vero a.,-6913.21,
1400,2025-12-21,Receita,Tecnologia,Minus fugit.,1099.82,PED-60768
1401,2024-11-09,Receita,RH,Quis iste nobis.,6396.42,PED-92840
1402,2024-06-09,receita,marketing,Eaque repudiandae.,-1282.17,
1403,2024-12-25,receita,marketing,Dolor laboriosam provident sint.,-5777.81,PED-71018
1404,2025-06-29,receita,marketing,Earum pariatur rem.,7206.79,PED-38816
1405,2024-08-16,Despesa,marketing,Debitis ut laudantium.,7790.94,
1406,2025-12-16,Despesa,Tecnologia,Quia accusamus velit asperiores.,9100.08,PED-21334
1407,2024-08-10,Despesa,RH,Non ea quidem.,9243.98,PED-38369
1408,2024-02-27,receita,Logística,Veritatis deserunt cumque vel.,-7709.92,
1409,2024-06-01,Receita,Logística,Deserunt doloribus quia dolore alias.,684.97,
1410,2025-12-30,Despesa,Marketing,Aperiam deserunt sint.,355.44,
1411,2026-01-31,receita,Receita,Hic porro.,7372.13,PED-14406
1412,2024-09-02,Despesa,RH,Saepe itaque consequatur.,1585.39,PED-22844
1413,2024-02-14,receita,marketing,Voluptatibus dolor perferendis a provident.,-6338.17,PED-11628
1414,2025-12-21,Receita,marketing,Amet facere dicta.,-831.89,
1415,2024-05-25,Receita,RH,Ipsam asperiores totam.,5380.71,PED-31207
1416,2024-11-12,Despesa,Receita,Eos saepe soluta.,3673.2,PED-69616
1417,2024-08-11,Receita,Receita,Eaque eos dolor neque.,107.21,PED-58551
1418,2025-07-14,Despesa,Receita,Inventore eaque repellendus possimus modi.,-7972.73,
1419,2024-05-01,receita,Receita,Qui quasi.,-1341.88,PED-14287
1420,2024-09-15,receita,Logística,Velit rem magni.,5961.1,
1421,2024-02-26,Despesa,Marketing,Facere ipsum veritatis.,4409.1,
1422,2024-08-03,Despesa,Receita,Ipsa asperiores at hic.,-720.19,
1423,2025-03-27,receita,Logística,Maiores nisi.,1307.06,PED-15357
1424,2025-05-14,receita,marketing,Modi ad facere reiciendis voluptatem.,4963.45,
1425,2025-07-20,Receita,Logística,Harum itaque quo aliquam.,-3227.35,PED-24884
1426,2024-08-16,Despesa,Tecnologia,Aliquid dolores ex.,9422.63,
1427,2024-08-01,receita,Logística,Nisi dolorem sit vel.,9958.66,PED-76003
1428,2025-08-14,receita,Marketing,Molestiae delectus quisquam molestias.,-6732.62,PED-55249
1429,2025-01-05,receita,Tecnologia,Eum reiciendis vel.,2533.65,PED-26083
1430,2025-05-03,Despesa,Tecnologia,In similique quia labore.,5566.17,PED-79842
1431,2024-03-28,receita,Tecnologia,Impedit repellat reprehenderit.,-637.08,
1432,2024-09-03,Receita,RH,Quaerat alias repellendus.,-6253.82,
1433,2025-04-28,receita,Marketing,Molestiae molestias eum rerum.,-5812.7,
1434,2024-04-18,Despesa,marketing,Suscipit ullam et debitis.,1926.57,
1435,2025-09-18,receita,RH,Similique at.,11391.49,
1436,2026-01-10,receita,Logística,Consequatur magnam id.,402.6,
1437,2024-08-07,receita,marketing,Veniam ipsam.,-6741.01,PED-40451
1438,2025-05-03,receita,Tecnologia,Eius tempora voluptatem.,-1144.15,PED-94679
1439,2024-12-30,receita,Tecnologia,Occaecati enim rem aspernatur.,5317.11,PED-79489
1440,2025-03-01,receita,Logística,Deleniti minus modi maxime voluptatibus.,3345.03,
1441,2025-09-18,receita,marketing,Sunt quas deleniti sint.,1684.86,
1442,2024-06-21,Receita,Logística,Molestias a modi nam.,-2312.36,
1443,2024-08-06,Despesa,Tecnologia,Rerum sed eaque.,-2295.07,
1444,2024-04-18,Receita,marketing,Cumque repudiandae magni porro.,-5661.65,
1445,2024-07-05,receita,Logística,Saepe minus ut aperiam provident.,-606.56,
1446,2025-02-15,Despesa,Logística,Nulla enim adipisci.,11560.45,PED-29391
1447,2024-12-25,receita,Tecnologia,Nam ipsum expedita architecto.,11509.31,PED-79945
1448,2025-10-26,Receita,Marketing,Quas numquam debitis.,91.25,
1449,2024-04-05,receita,Logística,Minima explicabo.,-4878.93,PED-81584
1450,2025-06-11,Despesa,Receita,Minima sint corrupti tempore.,-2088.86,
1451,2025-02-15,Despesa,Receita,Natus officia rem eligendi voluptatibus.,10137.62,PED-67947
1452,2025-12-20,Despesa,Marketing,Error tenetur nisi expedita.,6632.81,
1453,2024-09-22,Despesa,Tecnologia,Rem laboriosam minima rerum.,-5662.48,PED-13250
1454,2025-02-17,Despesa,marketing,Expedita impedit cumque ut nesciunt.,919.45,PED-22121
1455,2024-07-31,Receita,Tecnologia,Esse eos.,4826.25,
1456,2024-06-02,receita,marketing,Ad provident suscipit.,-7549.03,PED-80570
1457,2024-05-01,Despesa,Receita,Eligendi unde enim.,11152.47,PED-77081
1458,2025-11-10,Receita,RH,Expedita quibusdam.,-1644.84,
1459,2024-12-21,Despesa,Logística,Deserunt culpa.,-48.84,PED-66051
1460,2024-08-19,receita,Logística,Adipisci at atque voluptate facere.,-7756.18,PED-55209
1461,2026-01-02,receita,RH,Praesentium magni ducimus.,9486.03,
1462,2024-12-12,Despesa,RH,Reprehenderit optio natus totam.,6830.55,PED-64474
1463,2025-02-12,receita,marketing,Nostrum laborum.,8113.46,PED-65552
1464,2025-07-08,Receita,Tecnologia,Fuga ad fuga consequuntur magnam.,3958.71,
1465,2026-01-07,receita,RH,Corporis placeat harum.,11767.65,PED-78852
1466,2025-12-03,Receita,Tecnologia,Alias saepe cupiditate.,7122.28,
1467,2024-07-06,receita,Receita,Possimus inventore voluptas sequi facere.,10288.21,
1468,2025-09-09,Despesa,RH,Quisquam voluptatum autem expedita.,6204.94,
1469,2025-12-21,Receita,RH,Distinctio amet consequatur.,-2210.74,
1470,2025-07-07,receita,Tecnologia,Saepe eos id debitis.,-1921.71,PED-83306
1471,2025-04-29,Receita,Marketing,Minus recusandae nam.,7824.39,PED-30188
1472,2025-06-21,receita,Receita,Unde cupiditate error consequatur omnis.,8684.86,
1473,2024-09-21,Despesa,Receita,Provident aut autem tenetur.,9853.73,
1474,2026-01-09,receita,Receita,Placeat et dolor perferendis nam.,4895.72,
1475,2024-08-29,receita,RH,Quasi recusandae eveniet maiores.,11886.66,PED-18745
1476,2024-08-26,Despesa,RH,Asperiores expedita corporis natus.,3311.49,PED-43804
1477,2024-06-26,Despesa,Marketing,Corporis harum dolorem.,-535.96,
1478,2025-07-02,receita,marketing,Libero voluptate sunt voluptatem nulla.,3633.09,PED-29154
1479,2024-02-24,receita,Receita,Sint nam.,-5290.05,
1480,2024-06-05,receita,Logística,Error dignissimos quidem perspiciatis.,390.28,
1481,2025-12-20,receita,Logística,Quaerat culpa aliquam id officiis.,2592.25,
1482,2025-11-07,Despesa,marketing,Expedita architecto voluptatem illum inventore.,7293.79,
1483,2025-10-24,Despesa,Logística,Ipsam et molestias.,9448.86,PED-99780
1484,2026-01-17,receita,Receita,Voluptatibus voluptatibus laudantium.,5959.35,
1485,2024-12-20,Despesa,Tecnologia,Esse corrupti neque dolorem.,-967.41,
1486,2024-07-20,Receita,Tecnologia,Rem aspernatur dolorem.,-2371.64,PED-73556
1487,2024-03-08,receita,marketing,Odit hic.,-5951.64,
1488,2025-11-18,Receita,Tecnologia,Quidem labore nesciunt sapiente.,4268.57,
1489,2024-12-28,receita,RH,Deleniti sapiente magni.,10320.62,
1490,2024-08-24,Receita,RH,Doloribus similique molestias.,-1035.8,
1491,2024-03-07,receita,Tecnologia,Hic nam ipsum commodi.,2462.42,
1492,2025-05-21,Despesa,Logística,Corrupti amet nisi nostrum.,-7424.81,
1493,2024-04-15,Receita,Receita,Molestias quibusdam at.,-5152.81,PED-39697
1494,2024-04-07,Receita,marketing,Dolorem blanditiis praesentium.,-5395.63,PED-20302
1495,2024-08-05,Despesa,Marketing,Quas eligendi adipisci.,-6445.29,PED-73472
1496,2025-05-02,Receita,marketing,Fugit atque id consectetur.,-5843.65,
1497,2025-03-16,receita,Marketing,Quam ab cum.,10170.59,
1498,2025-06-11,receita,Receita,Modi eos hic omnis.,-7794.55,
1499,2026-01-24,Despesa,marketing,Dicta voluptas sed.,3752.06,
1500,2025-02-13,Despesa,Logística,Sit sunt velit.,-7414.82,PED-29078
1501,2024-11-14,Despesa,Logística,Earum dignissimos quidem.,-955.93,
1502,2026-01-02,Despesa,Tecnologia,Excepturi culpa quibusdam exercitationem.,-6633.26,
1503,2025-01-17,Despesa,marketing,Dolores reiciendis.,6316.23,
1504,2024-12-05,Despesa,Marketing,Aspernatur incidunt.,11471.6,
1505,2025-12-17,Despesa,Receita,Quos optio odit ducimus.,1494.31,
1506,2024-10-28,receita,Receita,Dolorum distinctio molestias impedit.,11154.95,PED-33704
1507,2025-06-08,receita,RH,A eos ea.,-3714.52,PED-39825
1508,2024-08-26,Receita,Logística,Minima molestiae debitis.,-5527.69,
1509,2025-09-30,receita,Logística,Assumenda excepturi.,6094.62,
1510,2024-12-07,Receita,Logística,Explicabo nesciunt.,1874.26,PED-60434
1511,2025-01-22,receita,Tecnologia,Deleniti sapiente enim.,6723.49,
1512,2024-08-03,Despesa,RH,Esse harum rem eum.,-2188.21,
1513,2024-05-29,Receita,RH,Quod illo.,10781.64,
1514,2024-06-17,Receita,Receita,Sunt maiores veniam.,1832.97,PED-23785
1515,2024-07-28,receita,Tecnologia,Provident iste molestias aliquam.,5170.97,
1516,2024-08-19,Receita,RH,Nam ipsam facilis.,12.49,
1517,2025-10-25,Despesa,marketing,Ratione ad inventore.,-6705.79,PED-36094
1518,2025-12-05,Receita,Tecnologia,Delectus fuga at ipsa.,8880.59,
1519,2025-06-08,Receita,RH,Rem nam explicabo.,6504.01,PED-46505
1520,2025-01-20,Despesa,RH,At vitae.,-878.05,PED-97382
1521,2024-10-16,receita,Tecnologia,Incidunt quas animi.,-2422.19,
1522,2025-08-30,Receita,Logística,Nobis occaecati reiciendis eos consequuntur.,1786.83,
1523,2025-05-26,Receita,Marketing,Enim iure molestias.,6755.97,PED-18942
1524,2024-09-09,Despesa,Marketing,Qui excepturi tenetur ipsa repellat.,11441.45,PED-60152
1525,2024-02-23,Receita,Logística,Omnis corporis mollitia.,4439.34,
1526,2024-07-27,Despesa,Tecnologia,Mollitia velit.,7351.44,
1527,2025-12-03,receita,Receita,Ipsum explicabo ipsa fugiat est.,1957.98,PED-76164
1528,2025-01-05,Despesa,Logística,Maxime quam animi.,8189.63,
1529,2025-10-23,Receita,RH,Laudantium corporis doloribus beatae.,9602.51,PED-25615
1530,2025-07-09,receita,Logística,Nobis impedit.,9057.49,PED-68006
1531,2024-07-21,Receita,Marketing,Iusto modi voluptate.,-4462.62,PED-96430
1532,2024-07-29,Despesa,marketing,Enim consequuntur.,1829.59,PED-27627
1533,2024-09-17,Despesa,RH,Eaque quos sequi provident.,1749.1,PED-24336
1534,2025-02-25,Despesa,Tecnologia,Repudiandae quasi.,5707.48,PED-85000
1535,2025-03-15,receita,Tecnologia,Iusto molestiae.,9087.03,
1536,2024-07-09,receita,Logística,Corrupti ex mollitia.,1893.82,PED-59518
1537,2024-07-12,receita,Logística,Soluta eius inventore ipsam.,-6771.52,
1538,2024-08-15,Receita,Logística,Quod sequi praesentium.,-1022.46,
1539,2025-01-15,Despesa,Logística,Omnis facilis non ratione.,-388.53,PED-66118
1540,2025-02-25,receita,RH,Labore autem architecto natus.,-974.61,
1541,2024-04-05,Receita,marketing,Perferendis ullam iste optio distinctio.,4961.66,
1542,2024-11-13,Despesa,Marketing,Beatae ipsa tempore dignissimos fugiat.,9378.8,PED-25003
1543,2025-12-19,Receita,Marketing,Consectetur officiis perspiciatis maxime laborum.,2768.34,PED-14899
1544,2025-09-22,Despesa,RH,Quia quos eligendi.,3360.99,PED-65203
1545,2024-07-09,Receita,Receita,Placeat quod consequuntur quos ut.,1394.0,PED-12914
1546,2025-06-19,receita,Tecnologia,Omnis delectus minus earum.,-193.98,
1547,2025-02-05,receita,Marketing,Nemo modi nulla saepe.,5817.28,PED-36988
1548,2024-06-21,receita,Tecnologia,Voluptatum hic recusandae.,8229.14,PED-97475
1549,2024-10-16,Receita,Tecnologia,Nam dolores quaerat deleniti.,-2009.58,
1550,2024-07-12,receita,Receita,Iusto corrupti soluta aliquid.,8946.68,
1551,2024-04-05,receita,Logística,Dolorem quibusdam expedita dolores.,-7049.37,PED-85172
1552,2024-02-22,Receita,Tecnologia,Sapiente sunt vitae suscipit.,6857.76,
1553,2025-09-08,Despesa,Logística,Alias repellat beatae laboriosam.,-2532.7,PED-84242
1554,2024-09-21,receita,marketing,Saepe aliquid earum cum.,-1053.67,PED-20048
1555,2024-05-20,Despesa,Logística,Similique quae ut.,658.21,PED-80772
1556,2025-09-04,Receita,RH,Nisi molestias laborum cupiditate.,46.02,PED-91915
1557,2024-08-03,Despesa,Tecnologia,Facere ea eum dicta excepturi.,-4387.98,
1558,2025-12-23,Despesa,RH,Repudiandae cumque quia tempore dignissimos.,-3740.94,PED-71249
1559,2024-09-04,Despesa,Tecnologia,Repellendus magnam sunt ad.,8178.67,
1560,2025-11-30,Despesa,marketing,Alias quibusdam est dolore nobis.,-714.51,
1561,2024-03-07,Receita,Receita,Fugiat nemo eum.,5706.13,PED-49357
1562,2025-01-11,receita,Logística,Aliquam quam.,9203.72,
1563,2025-09-23,receita,Logística,Enim voluptatibus in fuga molestiae.,8474.21,
1564,2024-10-08,receita,Receita,Eum mollitia molestiae dicta.,4024.65,
1565,2025-03-26,Receita,marketing,Rem et.,-4161.68,PED-42189
1566,2024-03-09,receita,RH,Quod cupiditate atque ipsa.,3196.5,PED-67164
1567,2025-06-18,Despesa,Marketing,Exercitationem vitae ex.,-3960.19,
1568,2025-12-08,Receita,Logística,Amet cupiditate.,7793.4,
1569,2025-12-13,Despesa,Marketing,Illo aperiam.,11275.74,
1570,2024-07-22,Receita,Marketing,Eius inventore eum officia.,-1721.9,
1571,2024-08-14,receita,Logística,Assumenda molestiae nostrum nisi.,5433.44,PED-21836
1572,2025-04-07,Despesa,marketing,Ullam expedita nisi voluptas.,-3279.18,
1573,2025-01-01,Despesa,Receita,Iste mollitia.,8579.63,PED-78846
1574,2026-01-22,receita,Marketing,Architecto commodi doloremque voluptas.,-3238.46,PED-26027
1575,2025-11-05,receita,Tecnologia,Officia quasi deserunt.,6744.73,PED-40924
1576,2025-07-22,Receita,marketing,Perferendis sunt.,-5863.72,PED-38063
1577,2024-04-12,receita,RH,Saepe fugit aperiam.,-2913.88,
1578,2025-12-05,receita,Tecnologia,Illum accusamus architecto magnam delectus.,-505.9,PED-24806
1579,2026-01-13,Despesa,RH,Error qui praesentium.,1497.08,PED-42289
1580,2024-02-04,Receita,Logística,Fugiat enim.,1504.44,PED-58200
1581,2026-01-05,Receita,Receita,Id adipisci voluptas.,11336.1,
1582,2025-08-16,Despesa,Receita,Sequi veritatis.,7978.83,
1583,2024-06-27,receita,Tecnologia,Sapiente distinctio nulla ratione amet.,-306.2,PED-93748
1584,2025-09-26,Despesa,Marketing,Enim asperiores.,2698.21,PED-40983
1585,2025-09-07,receita,Marketing,Non cum natus.,10195.78,PED-61508
1586,2024-04-24,receita,Marketing,Illo doloremque pariatur adipisci.,10726.45,PED-40862
1587,2024-08-26,Receita,marketing,Sit atque distinctio inventore repudiandae.,10317.82,PED-92752
1588,2025-12-10,Despesa,RH,Et nam hic quisquam reprehenderit.,7786.35,
1589,2026-01-22,receita,RH,Voluptatibus consequatur.,6738.84,PED-53610
1590,2025-06-21,Receita,marketing,Quae quo blanditiis quasi.,5969.64,
1591,2025-06-06,receita,RH,Officiis quibusdam unde sapiente.,4042.32,PED-81791
1592,2025-04-13,receita,Receita,Dolore aliquid ipsam.,-7452.98,
1593,2024-12-06,Despesa,RH,Repudiandae praesentium consectetur.,7820.39,
1594,2025-03-20,receita,marketing,Ad deserunt similique consequatur.,4565.93,
1595,2024-05-12,Receita,marketing,Accusamus voluptatibus ratione.,-3007.93,
1596,2025-01-20,Despesa,Receita,Incidunt ex sit commodi.,206.32,PED-51864
1597,2025-05-10,receita,Receita,Fugit deserunt.,-5329.8,PED-32738
1598,2024-12-13,receita,marketing,Quia error eum eligendi.,-6312.02,
1599,2024-11-19,receita,RH,Voluptate vel.,10895.14,
1600,2024-08-06,Receita,Marketing,Occaecati iure est possimus.,10462.25,
1601,2025-07-02,Receita,RH,Iusto enim consequuntur iusto.,-4034.68,
1602,2025-07-14,receita,Tecnologia,Maiores aperiam.,578.07,
1603,2024-04-29,Receita,Logística,Nostrum expedita accusamus ipsam.,-4597.54,
1604,2026-01-26,Receita,Receita,In omnis.,2516.75,PED-69468
1605,2024-03-03,Receita,marketing,Deleniti officiis occaecati.,6271.27,PED-34975
1606,2025-06-11,receita,Receita,Officia voluptatibus quasi.,1883.36,PED-27065
1607,2025-07-26,Receita,Tecnologia,Perspiciatis illum.,-3688.67,
1608,2026-01-13,receita,marketing,Quaerat similique id voluptate porro.,170.48,
1609,2025-03-18,receita,Logística,Cumque atque.,-3290.29,
1610,2025-06-14,receita,Tecnologia,Omnis consequuntur necessitatibus dolores quia.,5685.34,
1611,2025-12-05,Receita,RH,Eos temporibus molestias mollitia.,-5335.9,PED-52368
1612,2025-04-17,Despesa,marketing,Doloremque vero ratione laboriosam.,6266.72,PED-65481
1613,2024-03-19,Receita,Marketing,Aliquid quis consequatur eaque adipisci.,3140.0,PED-16830
1614,2024-08-15,Receita,RH,Culpa eos ea.,10164.53,
1615,2024-04-23,Receita,Logística,Dolores doloremque voluptatibus.,2090.84,PED-59930
1616,2026-01-19,receita,Receita,Commodi esse nostrum.,-581.98,
1617,2024-05-23,Despesa,marketing,Nulla quos.,-2794.17,PED-76027
1618,2025-10-19,receita,RH,Sequi dignissimos ab dolores.,-5361.61,PED-51591
1619,2025-06-23,Receita,Logística,Hic saepe sequi autem quisquam.,-5663.16,
1620,2024-10-21,receita,Logística,Quisquam provident tenetur.,6956.47,PED-66372
1621,2025-05-09,receita,Tecnologia,Quaerat quod nam veritatis.,8591.78,PED-44571
1622,2024-04-19,receita,marketing,Illo laborum quidem beatae.,-1689.14,
1623,2024-10-25,Despesa,Receita,Commodi incidunt perspiciatis fuga praesentium.,4733.04,
1624,2025-04-04,Receita,marketing,Repudiandae dignissimos laudantium quos.,-6908.66,
1625,2025-06-13,receita,Logística,Distinctio adipisci natus.,-4728.9,PED-71228
1626,2025-09-13,Receita,RH,Molestias error deserunt aliquam.,-7184.17,PED-56729
1627,2024-03-18,receita,RH,Placeat quia consectetur.,-5750.18,
1628,2024-04-15,receita,Marketing,Error possimus.,-3925.33,
1629,2024-03-29,Receita,Receita,Fuga itaque ipsum.,2174.76,
1630,2025-12-12,Despesa,Marketing,Debitis recusandae mollitia molestiae.,2520.31,
1631,2024-03-08,receita,Marketing,Ut pariatur ea voluptates vitae.,-3076.85,
1632,2024-08-30,receita,Marketing,Doloribus minima dicta.,-2314.37,
1633,2024-05-31,receita,Logística,Sed nam.,3806.77,PED-23902
1634,2024-05-27,Receita,Marketing,Esse porro ipsum.,-6378.74,PED-96447
1635,2025-07-04,receita,Receita,Rem a expedita voluptate.,11104.03,
1636,2025-11-06,receita,Marketing,Mollitia odio.,5123.46,PED-69388
1637,2025-07-20,Despesa,Receita,Id perspiciatis odit.,10137.57,
1638,2024-11-13,Receita,Marketing,Rem repellendus.,8031.16,PED-47087
1639,2024-03-24,Receita,Receita,Cupiditate nulla modi eaque.,-6585.52,PED-88943
1640,2026-01-03,Receita,RH,Repellat eius.,-2896.72,PED-41467
1641,2024-07-04,Receita,Marketing,Voluptatibus natus eveniet.,9046.92,PED-31356
1642,2025-09-23,receita,Logística,Culpa minus tempore harum.,4943.36,
1643,2024-09-04,Receita,Logística,Eveniet rem vel.,1816.9,PED-66670
1644,2024-07-17,Despesa,Tecnologia,Minus magni quos.,-5374.27,
1645,2024-03-01,receita,Tecnologia,Reiciendis reiciendis assumenda maiores.,-4002.57,PED-68385
1646,2025-01-28,receita,Logística,Accusamus expedita.,3261.14,
1647,2025-05-08,receita,Logística,Vel non.,4277.36,PED-66899
1648,2024-12-19,Receita,Marketing,Odit optio magni id repellendus.,2266.83,
1649,2024-08-05,Despesa,Receita,Placeat totam optio.,6272.71,
1650,2024-10-13,receita,RH,Repellendus qui suscipit odit iusto.,747.11,PED-72601
1651,2025-07-21,Receita,marketing,Fugiat asperiores ut nemo.,5686.28,
1652,2025-09-20,Despesa,RH,Dolor ab saepe reprehenderit nesciunt.,-2090.37,
1653,2024-07-22,Receita,Tecnologia,Id minus inventore asperiores.,-5847.36,PED-65694
1654,2025-07-07,Receita,RH,Molestiae esse maiores aperiam soluta.,5217.11,PED-84511
1655,2024-11-08,receita,Logística,Dolorem praesentium enim ipsam.,3711.36,
1656,2025-07-06,Receita,Receita,Illum delectus labore hic esse.,5231.57,
