id_compra,id_fornecedor,id_produto,data_compra,quantidade,preco_unitario,valor_total
581,29,305,2024-10-01,290,505.81,146685.85
582,89,722,2024-12-30,300,636.77,191031.49
583,45,574,2024-04-06,505,290.8,146854.17
584,74,693,2024-12-17,285,264.71,75441.82
585,51,354,2024-03-18,561,346.69,194491.53
586,37,732,2025-05-14,154,267.08,41130.9
587,57,672,2024-09-30,85,316.96,26941.28
588,28,207,2024-03-17,267,674.63,180125.13
589,72,713,2025-05-04,556,249.85,138916.82
590,79,759,2025-05-07,283,130.45,36916.64
591,86,544,2024-12-07,250,224.27,56068.14
592,7,103,2025-06-10,236,577.05,136182.99
593,61,103,2025-04-17,428,302.62,129522.18
594,71,162,2025-12-06,145,12.62,1830.17
595,113,488,2024-08-18,421,590.38,248550.14
596,97,295,2025-02-04,493,588.28,290022.29
597,8,788,2024-02-15,333,262.59,87442.63
598,30,548,2024-07-17,96,589.85,56625.64
599,23,428,2025-03-09,43,822.6,35371.84
600,5,407,2025-04-26,185,841.06,155595.91
601,96,297,2024-04-12,512,174.19,89185.27
602,73,618,2025-10-19,43,16.27,699.45
603,43,292,2025-01-28,114,836.18,95324.72
604,70,537,2024-09-15,470,890.28,418430.06
605,18,517,2024-05-11,510,801.22,408622.14
606,104,116,2024-09-26,484,251.37,121663.41
607,59,664,2024-08-13,343,152.94,52460.09
608,2,755,2024-02-09,268,648.99,173929.2
609,73,691,2024-03-10,350,713.36,249677.66
610,110,655,2024-11-05,202,164.54,33237.38
611,66,336,2025-09-17,420,745.67,313183.47
612,13,190,2025-06-13,93,365.54,33995.52
613,120,255,2025-12-08,148,433.89,64215.58
614,31,458,2025-10-05,11,240.62,2646.83
615,39,597,2024-06-21,278,859.0,238801.74
616,84,369,2025-08-11,591,18.2,10756.6
617,16,477,2025-04-20,246,63.41,15600.07
618,88,515,2024-08-22,319,150.47,47999.1
619,82,303,2025-05-22,323,623.74,201467.7
620,29,137,2025-08-09,381,556.25,211929.69
621,96,621,2024-06-09,494,144.64,71452.91
622,71,483,2025-11-15,387,378.93,146647.57
623,106,224,2024-08-09,555,723.38,401475.64
624,77,84,2025-12-24,258,614.86,158635.17
625,91,371,2024-11-24,543,406.5,220729.06
626,15,64,2025-05-07,84,826.18,69399.31
627,26,587,2025-09-12,565,813.38,459557.57
628,42,533,2025-05-08,554,141.67,78484.25
629,27,735,2025-06-18,457,111.69,51040.55
630,66,457,2024-08-15,505,89.12,45005.57
631,66,426,2025-10-22,61,412.46,25160.16
632,72,474,2024-08-20,472,511.01,241196.14
633,51,261,2024-12-11,320,653.17,209013.07
634,75,75,2025-04-01,8,673.26,5386.06
635,90,66,2024-06-16,51,385.94,19682.84
636,120,71,2024-05-08,559,894.76,500169.89
637,53,185,2024-07-22,488,36.31,17718.06
638,94,662,2025-10-19,143,691.12,98829.92
639,115,392,2025-02-23,435,342.02,148778.33
640,117,387,2025-12-18,464,783.7,363637.4
641,85,553,2025-02-19,389,79.58,30957.78
642,45,122,2024-06-30,141,590.95,83324.29
643,51,542,2024-08-06,187,893.62,167106.81
644,29,4,2024-02-06,135,657.25,88728.68
645,60,690,2024-06-28,28,880.81,24662.78
646,49,236,2024-10-29,562,386.32,217113.08
647,20,283,2024-03-13,258,418.88,108070.46
648,93,784,2025-05-31,198,844.17,167145.67
649,85,430,2025-06-22,120,36.74,4408.54
650,9,104,2024-10-27,21,222.67,4676.16
651,87,721,2025-05-09,39,406.23,15842.79
652,6,412,2025-01-25,54,226.3,12220.35
653,28,773,2024-12-24,454,217.03,98531.91
654,38,240,2024-04-28,62,133.0,8246.06
655,77,792,2024-07-01,594,292.46,173722.49
656,113,147,2025-04-15,333,219.32,73033.03
657,39,282,2025-10-27,538,205.17,110381.53
658,76,753,2024-10-05,67,504.59,33807.7
659,55,570,2024-05-04,184,566.39,104215.0
660,45,659,2025-03-09,512,49.82,25508.15
661,41,714,2025-05-09,395,708.94,280030.39
662,39,386,2026-01-23,431,372.17,160404.06
663,61,247,2025-11-09,193,680.94,131421.26
664,91,148,2024-07-02,235,276.26,64920.37
665,72,423,2025-07-21,479,823.95,394671.63
666,18,398,2024-08-29,431,505.1,217698.01
667,43,663,2025-10-04,253,235.46,59570.4
668,109,380,2025-02-28,85,830.63,70603.18
669,107,196,2024-04-04,99,485.79,48092.9
670,87,620,2024-03-20,57,247.47,14105.66
671,25,780,2025-03-04,45,787.27,35427.13
672,27,341,2025-08-29,577,201.58,116310.93
673,2,217,2024-04-08,315,861.66,271423.41
674,16,765,2025-03-24,199,866.17,172368.46
675,90,619,2024-09-20,495,823.68,407722.41
676,31,566,2025-07-04,214,361.8,77424.3
677,49,478,2025-12-02,334,699.76,233719.3
678,40,268,2025-06-06,551,586.66,323249.35
679,64,478,2025-02-03,373,465.43,173606.27
680,93,481,2025-05-06,105,724.11,76031.8
681,48,321,2025-02-01,332,823.58,273429.49
682,111,227,2024-12-03,428,48.78,20877.06
683,71,599,2024-03-07,154,22.47,3460.1
684,38,157,2026-01-01,598,650.25,388849.89
685,49,584,2025-02-14,205,302.24,61959.17
686,84,702,2025-05-24,256,453.38,116064.49
687,106,501,2025-02-19,350,237.54,83137.41
688,94,361,2025-02-27,507,419.06,212463.15
689,70,501,2025-11-18,178,132.84,23646.06
690,70,658,2025-05-30,193,825.87,159393.73
691,108,77,2025-08-31,65,475.36,30898.3
692,53,141,2024-04-07,54,689.79,37248.67
693,20,10,2024-09-15,241,68.63,16539.2
694,48,62,2025-04-13,228,459.11,104677.94
695,3,7,2024-04-08,499,596.08,297444.73
696,2,18,2025-04-21,549,500.07,274536.26
697,69,294,2025-11-15,547,652.2,356751.16
698,90,691,2024-02-14,22,455.98,10031.49
699,117,184,2024-04-11,445,727.1,323560.21
700,68,153,2026-01-06,114,826.9,94266.55
701,68,259,2024-07-14,251,179.2,44980.05
702,51,81,2025-06-13,367,246.45,90448.5
703,59,579,2024-09-08,387,863.69,334249.44
704,29,308,2025-10-30,254,891.29,226387.12
705,110,666,2025-07-16,87,591.13,51428.51
706,49,387,2025-10-24,37,91.4,3381.89
707,82,10,2025-06-27,570,432.6,246580.03
708,109,445,2024-09-19,180,81.76,14716.08
709,110,98,2025-01-04,344,512.74,176383.97
710,30,217,2024-02-10,545,827.88,451196.66
711,6,77,2025-12-03,585,432.15,252805.56
712,73,674,2025-06-28,292,810.19,236574.31
713,109,323,2024-11-02,38,167.98,6383.4
714,76,148,2025-05-27,21,865.63,18178.24
715,39,167,2025-03-01,412,836.56,344661.26
716,107,399,2025-07-04,582,222.5,129495.7
717,97,758,2025-10-11,558,303.9,169577.88
718,89,742,2025-10-06,148,713.12,105542.4
719,45,55,2024-12-23,85,454.71,38650.11
720,108,78,2025-05-16,105,397.88,41777.69
721,79,610,2025-12-11,353,547.81,193377.11
722,42,31,2025-03-31,411,872.28,358505.89
723,58,503,2024-02-09,284,706.92,200766.68
724,49,443,2024-12-13,238,325.38,77441.29
725,85,390,2025-07-05,195,614.29,119786.12
726,38,253,2024-11-22,92,696.77,64103.15
727,20,390,2025-07-05,80,81.18,6494.23
728,41,370,2025-06-15,162,667.77,108179.15
729,40,456,2024-08-15,114,89.64,10218.53
730,14,136,2025-08-20,373,687.12,256296.16
731,58,571,2024-10-07,94,175.15,16464.43
732,14,27,2024-12-11,573,465.1,266500.72
733,12,612,2024-05-28,96,323.69,31074.39
734,2,299,2025-07-28,337,778.44,262333.14
735,11,743,2024-04-29,428,353.92,151476.56
736,32,586,2025-09-14,577,815.45,470511.86
737,49,174,2024-11-20,538,159.27,85686.17
738,35,505,2025-11-23,147,247.88,36437.73
739,56,283,2024-03-27,154,64.43,9922.88
740,101,79,2024-02-24,436,275.38,120065.25
741,32,739,2025-04-01,374,232.52,86961.05
742,26,469,2024-08-31,512,537.68,275289.76
743,1,406,2024-05-01,114,128.86,14689.66
744,49,338,2024-07-29,345,758.72,261758.1
745,105,667,2025-05-01,455,306.58,139496.04
746,78,712,2025-05-18,144,275.99,39742.31
747,23,408,2025-11-05,210,435.28,91408.1
748,89,649,2024-03-04,331,267.97,88698.65
749,101,249,2025-05-01,507,871.24,441721.05
750,105,403,2024-02-18,338,343.44,116083.17
751,73,205,2024-10-13,378,109.59,41424.24
752,99,564,2024-12-15,563,168.5,94862.73
753,60,726,2025-09-11,32,858.08,27458.56
754,38,710,2024-02-18,219,399.1,87403.3
755,102,419,2024-09-11,75,738.52,55388.8
756,39,248,2025-04-26,516,132.15,68188.25
757,92,434,2024-08-23,263,595.53,156623.7
758,77,491,2024-10-26,391,73.98,28924.97
759,119,709,2025-03-29,415,484.66,201132.12
760,102,369,2025-08-07,433,492.93,213439.35
761,118,88,2024-06-18,554,537.69,297878.81
762,85,681,2024-11-23,116,693.91,80493.21
763,79,46,2024-04-08,368,156.37,57545.61
764,87,663,2025-11-15,581,885.38,514404.92
765,43,441,2024-07-18,414,870.4,360343.75
766,34,228,2024-07-14,113,17.41,1967.17
767,72,595,2025-11-09,527,674.19,355299.66
768,48,401,2025-08-21,594,205.16,121865.22
769,76,708,2024-08-08,479,696.93,333829.12
770,4,495,2025-10-04,517,142.46,73654.14
771,118,88,2024-11-04,112,271.53,30410.86
772,94,146,2024-10-14,123,749.54,92192.86
773,59,212,2025-06-10,361,286.21,103320.43
774,61,100,2024-02-04,538,438.77,236058.26
775,58,327,2025-07-16,453,652.02,295364.42
776,104,728,2024-10-08,73,275.84,20136.0
777,44,664,2025-04-16,122,28.15,3433.8
778,22,759,2025-02-22,116,612.01,70992.96
779,71,164,2024-06-02,254,468.27,118939.71
780,60,238,2024-10-05,343,507.39,174033.15
781,24,656,2025-07-22,419,569.75,238723.66
782,95,629,2024-10-23,447,360.86,161304.19
783,55,399,2024-10-05,207,409.02,84667.33
784,27,286,2024-11-15,9,636.62,5729.62
785,103,550,2024-05-05,69,522.99,36086.61
786,26,469,2025-05-16,196,334.29,65520.33
787,111,502,2025-04-30,121,242.02,29284.33
788,41,612,2025-07-27,545,869.6,473930.6
789,76,117,2025-01-13,402,553.29,222421.42
790,59,633,2024-07-15,361,321.97,116231.37
791,91,305,2026-01-03,181,733.85,132827.67
792,41,121,2025-10-15,91,607.52,55284.52
793,24,383,2025-09-22,249,280.4,69819.34
794,54,611,2025-10-20,149,463.66,69084.71
795,55,191,2024-08-21,146,520.73,76026.14
796,89,661,2026-01-16,503,574.87,289158.33
797,63,296,2025-04-13,182,502.98,91542.73
798,108,462,2026-01-27,148,174.89,25884.01
799,2,497,2024-11-06,59,780.05,46022.7
800,50,576,2025-11-27,144,182.05,26215.86
801,53,702,2025-02-18,522,590.54,308260.95
802,108,455,2024-07-01,508,378.74,192401.11
803,73,32,2024-05-26,505,157.19,79381.01
804,36,231,2024-04-06,230,268.54,61765.17
805,100,469,2024-05-17,555,265.49,147349.12
806,99,508,2025-02-05,584,670.33,391470.55
807,74,117,2025-08-09,567,463.64,262883.28
808,106,376,2024-07-02,279,699.4,195132.83
809,6,779,2024-07-01,560,741.77,415390.61
810,55,105,2025-01-27,456,495.35,225878.29
811,5,461,2025-03-18,258,273.56,70577.54
812,105,90,2025-09-23,274,318.93,87387.0
813,16,795,2025-08-09,454,779.84,354046.95
814,95,603,2025-07-18,247,195.21,48217.2
815,79,648,2025-09-06,364,776.06,282484.18
816,18,212,2024-12-06,443,156.06,69132.63
817,73,360,2024-12-01,216,726.45,156913.83
818,69,173,2025-02-12,550,258.73,142300.31
819,38,297,2025-05-13,336,881.27,296106.09
820,110,527,2026-01-19,591,246.47,145663.78
821,97,422,2025-01-26,102,128.95,13152.42
822,111,672,2024-11-28,65,893.3,58064.35
823,17,256,2025-01-31,134,633.67,84912.11
824,107,254,2025-12-11,154,642.56,98954.89
825,74,648,2025-04-26,407,444.6,180951.05
826,49,463,2024-12-22,280,568.01,159042.53
827,113,788,2024-05-20,82,573.2,47002.07
828,96,285,2025-01-23,100,367.34,36734.29
829,63,336,2025-07-16,382,413.59,157990.81
830,100,751,2025-01-07,600,10.21,6123.6
831,59,651,2024-03-27,100,659.99,65999.13
832,102,548,2024-05-26,371,766.29,284295.36
833,55,217,2025-07-09,412,202.3,83349.37
834,107,291,2024-12-18,511,247.53,126490.31
835,17,580,2024-09-06,350,496.2,173670.35
836,115,699,2026-01-09,501,711.17,356294.6
837,81,471,2025-04-09,54,48.98,2644.98
838,110,162,2025-08-06,21,118.82,2495.21
839,55,208,2024-10-27,456,415.21,189337.66
840,39,163,2026-01-20,140,794.88,111282.61
841,47,257,2025-10-22,285,91.26,26008.89
842,116,665,2024-12-23,89,339.68,30231.93
843,81,313,2025-09-04,174,54.19,9429.8
844,12,721,2025-09-18,244,390.87,95373.26
845,62,80,2024-09-10,102,8.97,914.84
846,67,697,2025-06-17,140,537.56,75258.7
847,90,352,2025-12-25,460,16.28,7490.62
848,55,711,2025-05-28,128,889.43,113847.57
849,30,393,2024-10-22,140,434.11,60775.21
850,14,106,2025-08-25,96,659.84,63344.73
851,39,141,2024-05-06,325,335.87,109156.13
852,97,137,2025-02-22,396,697.93,276378.99
853,73,9,2024-08-24,151,69.02,10422.5
854,93,219,2024-08-24,173,400.57,69298.38
855,79,704,2025-10-08,160,828.55,132567.29
856,12,103,2024-10-23,458,775.09,354989.65
857,76,748,2024-06-07,148,679.18,100518.86
858,55,323,2024-03-15,398,321.57,127984.78
859,83,87,2024-05-15,148,229.03,33895.77
860,77,739,2024-12-19,259,501.63,129922.12
861,89,28,2024-03-23,296,702.84,208040.92
862,78,522,2025-02-15,313,191.26,59863.62
863,38,662,2024-10-25,198,675.08,133665.15
864,102,246,2025-01-19,60,707.15,42429.06
865,31,512,2024-07-29,511,352.21,179979.28
866,2,370,2024-12-05,77,479.23,36900.83
867,111,583,2025-06-22,329,125.73,41364.75
868,88,177,2025-09-18,435,333.95,145267.34
869,99,75,2024-04-23,487,859.37,418514.19
870,2,269,2026-01-06,22,531.93,11702.42
871,8,408,2024-07-22,225,43.53,9793.25
872,92,514,2025-01-01,523,263.55,137835.14
873,52,85,2025-04-12,430,385.83,165906.52
874,20,285,2024-06-14,554,487.59,270124.07
875,66,209,2025-05-29,90,284.44,25599.32
876,51,601,2024-07-17,164,486.46,79779.45
877,56,748,2024-11-12,72,284.67,20496.33
878,12,445,2025-05-13,249,59.65,14853.37
879,78,57,2024-09-27,123,412.41,50726.15
880,85,759,2025-09-26,321,602.14,193287.9
881,91,141,2025-06-06,184,114.54,21075.94
882,45,536,2025-07-20,16,154.14,2466.22
883,93,266,2024-08-14,534,706.42,377230.68
884,96,800,2025-06-15,175,339.71,59448.82
885,16,790,2024-11-02,280,661.78,185298.05
886,55,279,2025-02-27,35,306.83,10739.04
887,92,591,2025-05-09,541,64.97,35150.83
888,66,369,2024-09-09,83,450.56,37396.78
889,73,171,2025-03-05,61,453.65,27672.78
890,99,106,2025-09-28,381,148.32,56510.11
891,15,234,2025-04-24,592,609.32,360714.73
892,110,13,2025-12-23,526,10.29,5413.12
893,47,393,2025-09-06,255,49.02,12498.96
894,110,37,2024-10-05,158,167.63,26486.04
895,92,759,2024-12-10,571,724.38,413620.42
896,32,427,2024-09-17,434,208.27,90388.16
897,10,586,2025-09-10,332,249.96,82987.42
898,87,54,2025-08-09,386,114.51,44199.17
899,67,48,2024-10-17,188,207.08,38931.24
900,60,290,2024-08-24,415,69.48,28835.19
901,71,468,2024-10-13,323,299.95,96884.63
902,38,578,2024-08-02,13,337.08,4381.99
903,32,476,2024-06-24,316,667.7,210993.76
904,64,792,2025-10-04,382,535.79,204671.14
905,70,779,2025-08-02,205,661.36,135578.25
906,120,420,2024-06-17,256,142.31,36430.13
907,45,652,2025-03-16,29,215.83,6259.19
908,1,778,2025-03-20,14,856.28,11987.97
909,94,315,2025-09-29,390,765.31,298472.2
910,31,430,2025-06-10,111,191.03,21204.71
911,19,729,2025-08-11,508,865.38,439611.55
912,118,238,2025-12-08,291,90.98,26475.11
913,115,382,2026-01-19,537,376.45,202151.86
914,11,595,2024-08-16,474,877.3,415841.56
915,82,404,2025-06-19,102,458.84,46801.84
916,8,446,2024-06-15,81,535.97,43413.65
917,34,323,2025-09-06,138,219.2,30249.65
918,95,335,2024-11-11,407,633.05,257650.23
919,30,77,2024-11-21,330,411.86,135913.8
920,99,599,2025-03-15,212,129.41,27435.29
921,22,461,2025-09-09,116,146.63,17008.64
922,16,549,2025-03-01,482,288.12,138872.73
923,27,463,2024-05-20,371,868.45,322196.5
924,110,123,2025-09-10,320,421.31,134817.65
925,88,312,2024-11-13,97,148.59,14413.51
926,110,336,2025-04-14,46,199.8,9190.73
927,32,365,2025-07-27,156,89.36,13940.46
928,87,307,2024-12-29,410,466.01,191062.47
929,23,32,2025-01-15,271,739.52,200409.9
930,72,767,2025-03-14,419,770.3,322757.53
931,60,105,2025-08-05,568,230.87,131133.33
932,8,800,2024-07-08,148,116.34,17217.77
933,106,411,2025-03-28,232,124.6,28906.73
934,83,87,2025-01-18,386,620.17,239384.25
935,10,23,2024-10-31,270,826.35,223113.5
936,83,455,2025-07-18,71,184.39,13091.92
937,109,340,2025-11-26,136,90.04,12246.11
938,60,52,2024-04-26,130,46.09,5991.07
939,56,742,2025-04-01,177,832.33,147321.61
940,49,700,2025-09-17,409,450.54,184272.8
941,28,192,2025-12-16,441,162.14,71505.52
942,114,153,2024-03-09,286,257.63,73682.26
943,79,252,2025-01-25,40,555.78,22231.32
944,113,564,2024-08-04,307,453.01,139074.47
945,36,393,2025-04-05,495,62.39,30884.7
946,83,539,2024-06-11,145,381.96,55383.83
947,103,557,2025-12-21,260,570.63,148364.56
948,101,731,2024-03-16,24,890.55,21373.15
949,101,497,2025-03-07,372,435.88,162146.81
950,65,330,2025-12-21,357,822.11,293492.52
951,4,327,2026-01-03,402,249.23,100189.91
952,104,798,2024-07-04,229,34.14,7817.76
953,61,543,2024-03-07,292,60.26,17596.91
954,30,164,2024-05-05,371,692.02,256740.61
955,31,273,2025-03-19,107,229.09,24512.47
956,118,755,2024-11-09,551,736.13,405605.63
957,29,590,2025-09-04,62,689.53,42751.01
958,108,178,2025-09-29,402,324.49,130443.27
959,41,756,2025-07-11,185,219.0,40515.67
960,4,721,2025-06-27,372,823.27,306256.5
961,73,146,2024-08-16,365,853.22,311426.17
962,108,505,2025-03-25,581,853.94,496141.87
963,63,39,2025-07-25,560,283.68,158858.19
964,78,225,2024-04-23,97,58.1,5635.88
965,1,340,2024-06-25,25,477.59,11939.8
966,44,735,2025-02-02,211,727.35,153470.7
967,109,332,2024-02-20,186,827.55,153924.76
968,76,722,2024-05-26,65,27.55,1790.51
969,109,539,2026-01-13,150,698.73,104810.24
970,48,722,2025-11-22,378,864.82,326901.36
971,44,310,2025-11-15,410,530.73,217598.01
972,21,750,2024-10-26,335,129.71,43454.49
973,63,665,2024-11-03,452,714.32,322874.24
974,72,711,2025-03-12,329,163.39,53754.91
975,76,180,2025-01-15,370,207.13,76637.21
976,89,302,2025-06-20,392,281.69,110421.04
977,1,719,2025-07-08,135,166.52,22479.63
978,99,582,2025-04-11,591,357.31,211169.31
979,41,627,2024-07-09,38,170.42,6475.84
980,14,509,2025-03-22,231,578.56,133648.5
981,10,244,2025-02-19,149,303.4,45206.93
982,22,652,2025-05-03,360,884.28,318341.75
983,86,655,2025-05-30,95,740.92,70387.62
984,34,215,2024-09-17,348,406.39,141425.08
985,45,263,2024-11-02,260,626.31,162841.4
986,7,396,2026-01-16,115,650.61,74820.03
987,22,424,2024-10-14,453,661.47,299643.81
988,45,560,2025-03-06,509,794.54,404420.57
989,62,592,2025-11-16,389,98.47,38306.49
990,10,35,2024-12-14,235,153.09,35976.06
991,34,108,2025-08-20,306,25.91,7928.33
992,114,385,2024-02-15,80,312.89,25031.43
993,71,96,2025-10-16,169,660.93,111697.29
994,79,495,2025-06-03,351,537.88,188794.21
995,84,169,2024-04-25,36,392.74,14138.65
996,13,340,2025-02-26,449,148.14,66513.32
997,53,714,2025-04-05,215,877.16,188590.13
998,94,554,2024-11-16,572,652.06,372977.17
999,39,244,2025-12-08,276,597.25,164841.92
1000,74,563,2024-05-19,103,52.27,5384.31
1001,47,4,2024-02-23,507,145.0,73516.13
1002,106,678,2025-10-11,442,86.16,38084.71
1003,4,212,2025-11-04,496,186.11,92310.52
1004,11,485,2025-04-04,179,577.27,103330.63
1005,51,483,2025-12-02,123,283.05,34815.3
1006,34,94,2025-03-22,505,806.23,407146.51
1007,48,391,2024-03-16,562,353.67,198764.89
1008,6,270,2025-03-02,383,174.43,66807.45
1009,29,276,2025-08-17,455,422.83,192388.42
1010,97,714,2024-12-30,582,62.98,36655.71
1011,45,555,2024-07-05,104,84.45,8782.9
1012,76,233,2024-06-22,428,873.87,374016.08
1013,50,536,2025-08-06,571,62.4,35628.97
1014,88,487,2025-01-07,433,869.34,376424.18
1015,61,307,2025-06-11,591,794.44,469511.23
1016,110,732,2025-08-14,85,360.17,30614.07
1017,116,530,2026-01-05,40,455.87,18234.98
1018,80,151,2025-07-14,590,612.36,361293.06
1019,58,178,2024-12-01,128,854.74,109406.12
1020,104,198,2025-03-19,176,875.17,154030.11
1021,11,700,2025-03-20,134,46.07,6172.97
1022,106,643,2025-02-14,450,188.11,84650.4
1023,34,328,2025-02-11,156,752.02,117315.81
1024,72,407,2024-06-19,73,85.63,6250.88
1025,36,533,2024-04-07,570,298.91,170375.91
1026,2,718,2026-01-15,474,826.11,391575.39
1027,15,425,2024-06-08,540,705.26,380842.35
1028,76,597,2024-02-22,158,140.19,22150.68
1029,73,799,2024-11-11,107,833.04,89134.84
1030,112,549,2026-01-13,108,708.89,76559.59
1031,34,393,2025-01-08,357,791.08,282415.94
1032,61,39,2025-10-15,502,518.24,260158.85
1033,19,634,2024-06-08,181,253.67,45914.16
1034,114,340,2025-10-19,416,42.59,17719.11
1035,61,276,2025-04-10,248,51.97,12887.95
1036,105,311,2024-05-04,386,26.05,10054.43
1037,63,713,2024-11-29,323,258.07,83356.36
1038,30,138,2025-03-05,105,875.47,91924.04
1039,57,793,2025-09-05,312,877.0,273625.16
1040,54,620,2026-01-05,333,248.32,82691.43
1041,28,417,2024-07-02,96,175.64,16861.31
1042,112,383,2025-10-04,501,685.47,343419.48
1043,21,68,2024-02-27,62,467.62,28992.48
1044,52,139,2025-07-30,323,640.94,207022.3
1045,4,178,2025-02-06,541,792.36,428669.29
1046,26,60,2024-05-12,202,788.66,159309.53
1047,7,370,2024-02-22,260,37.5,9749.84
1048,106,476,2025-10-22,208,252.39,52496.69
1049,119,127,2025-02-22,522,362.07,189001.85
1050,63,609,2025-09-03,36,223.81,8057.12
1051,112,486,2024-05-31,461,166.4,76712.55
1052,21,265,2025-06-02,569,319.99,182071.94
1053,50,51,2026-02-01,97,262.28,25441.34
1054,100,220,2024-04-26,171,769.61,131603.07
1055,87,212,2024-11-13,231,585.46,135241.92
1056,66,21,2024-11-08,280,589.22,164980.45
1057,17,663,2025-04-10,14,430.89,6032.53
1058,2,230,2026-02-03,182,544.22,99047.79
1059,40,730,2025-03-14,263,550.64,144819.04
1060,49,358,2024-11-21,286,386.04,110406.2
1061,60,310,2024-03-03,475,232.78,110571.85
1062,51,599,2025-01-05,538,743.29,399887.47
1063,85,384,2024-08-20,109,14.55,1586.39
1064,78,290,2025-12-01,579,585.43,338963.49
1065,62,66,2025-11-07,310,618.5,191733.92
1066,82,333,2024-11-02,349,889.62,310476.68
1067,92,668,2025-06-17,288,240.94,69391.6
1068,67,784,2024-08-25,310,176.02,54565.33
1069,104,615,2025-10-22,251,810.52,203440.73
1070,88,144,2025-01-18,418,597.19,249626.69
1071,38,266,2025-11-17,31,592.62,18371.14
1072,95,37,2024-08-28,433,368.9,159734.66
1073,44,744,2024-04-19,590,735.89,434172.22
1074,82,488,2024-09-29,232,620.2,143885.42
1075,109,175,2025-06-07,372,460.52,171315.24
1076,13,483,2025-09-01,576,169.57,97674.15
1077,93,573,2025-10-21,136,668.9,90970.35
1078,116,344,2024-11-21,192,852.66,163709.89
1079,29,763,2025-04-29,96,206.25,19800.01
1080,114,340,2024-10-01,319,383.06,122196.63
1081,38,475,2025-04-12,385,240.42,92561.25
1082,111,650,2025-03-16,125,427.72,53464.83
1083,10,484,2025-05-23,599,850.32,509339.57
1084,112,698,2025-03-11,204,454.43,92702.87
1085,53,56,2025-01-09,395,480.62,189843.3
1086,26,351,2024-04-16,159,130.53,20754.24
1087,115,469,2025-05-18,424,888.57,376755.76
1088,92,185,2024-09-06,151,290.21,43822.32
1089,81,182,2024-09-12,87,442.92,38534.22
1090,1,463,2024-07-11,325,573.97,186541.25
1091,100,173,2024-02-27,285,194.77,55509.19
1092,63,782,2024-06-10,595,689.92,410502.1
1093,56,649,2025-04-07,95,123.43,11725.86
1094,62,393,2025-04-18,444,367.83,163315.18
1095,26,749,2025-04-20,9,41.65,374.86
1096,115,330,2024-10-04,387,855.46,331063.49
1097,87,5,2024-09-18,548,177.99,97540.95
1098,113,353,2024-07-14,259,209.83,54345.71
1099,50,516,2025-12-04,324,123.01,39854.03
1100,106,47,2024-02-27,318,156.98,49920.28
1101,59,746,2024-04-28,310,854.03,264749.09
1102,44,445,2025-11-30,537,539.96,289959.58
1103,116,502,2024-04-22,142,313.72,44547.91
1104,22,414,2024-12-06,372,677.1,251882.35
1105,94,135,2025-11-16,24,211.75,5081.98
1106,76,517,2025-01-02,221,662.8,146477.99
1107,92,667,2026-01-19,178,117.86,20979.17
1108,82,262,2024-05-20,43,342.67,14734.88
1109,77,50,2025-10-17,552,563.84,311237.59
1110,3,50,2025-05-11,115,590.98,67962.97
1111,49,127,2025-05-10,123,379.76,46710.95
1112,90,157,2025-07-03,565,233.44,131895.04
1113,81,10,2024-07-14,215,628.11,135043.93
1114,13,679,2025-06-22,313,383.42,120009.63
1115,78,718,2025-10-11,537,248.82,133616.13
1116,116,108,2025-02-15,145,381.59,55330.92
1117,16,290,2024-05-01,528,649.14,342745.64
1118,64,204,2026-02-03,121,708.01,85668.72
1119,107,536,2024-02-29,209,701.94,146705.32
1120,53,303,2025-06-11,211,327.27,69053.18
1121,64,213,2024-12-26,169,43.15,7292.33
1122,1,14,2024-09-02,497,302.9,150540.52
1123,107,588,2024-09-15,96,816.94,78425.95
1124,12,799,2025-07-25,510,141.04,71928.81
1125,93,104,2025-06-11,528,74.94,39569.91
1126,59,304,2024-03-18,267,582.75,155593.83
1127,13,179,2024-04-04,275,422.14,116087.24
1128,47,694,2025-03-08,45,768.21,34569.26
1129,15,98,2025-01-10,325,387.99,126096.01
1130,18,680,2024-09-07,51,16.63,848.01
1131,115,449,2024-05-25,179,301.17,53908.62
1132,12,382,2025-02-22,279,791.6,220856.45
1133,52,410,2024-12-09,355,171.12,60747.43
1134,50,707,2024-08-16,472,250.48,118224.26
1135,84,171,2026-01-22,494,721.51,356425.94
1136,93,61,2025-05-30,120,126.2,15144.04
1137,117,605,2024-04-06,168,100.51,16886.03
1138,87,449,2024-02-24,499,723.62,361086.47
1139,100,368,2024-07-31,190,553.3,105127.05
1140,113,745,2026-01-06,34,777.42,26432.2
1141,63,116,2024-12-31,138,438.91,60569.17
1142,9,268,2025-11-15,426,401.09,170865.87
1143,112,695,2025-03-30,326,19.03,6202.25
1144,74,742,2024-02-08,542,692.64,375408.5
1145,86,347,2024-07-26,583,207.79,121144.22
1146,90,634,2025-10-06,536,474.61,254389.91
1147,94,255,2025-07-12,102,394.1,40198.23
1148,87,657,2024-02-28,498,316.41,157571.45
1149,106,572,2024-06-27,399,140.6,56099.31
1150,120,161,2024-10-04,60,18.39,1103.23
1151,110,508,2025-11-11,522,765.17,399418.87
1152,63,329,2025-03-21,174,74.78,13011.68
1153,36,52,2025-10-09,251,303.16,76092.71
1154,83,388,2025-04-02,524,206.65,108286.81
1155,11,471,2025-03-07,417,736.86,307269.01
